file,displayedName,monitoredObjectSiteId,monitoredObjectSiteName,Date,variable,value,Q1,Q3,status,delta,c_days
rsl_hop,Channel 1A,10.70.51.6,MPR-GNJ3055-UBT-C,2023-05-24 17:30:00,RSL_AverageLeveldBm,-99.0,-38.55555555555556,15.11610836247689,2,61.05,1
rsl_hop,Channel 1B,10.70.51.6,MPR-GNJ3055-UBT-C,2023-05-24 17:30:00,RSL_AverageLeveldBm,-99.0,-37.666666666666664,15.308590437282936,2,61.95,1
rsl_hop,Port 3/6,10.70.53.7,LSY-QUB0175-QUB2769,2023-05-24 17:30:00,RSL_AverageLeveldBm,-41.0,-38.888888888888886,0.6009252125773317,2,5.15,1
rsl_hop,Port 5/2,10.70.31.69,MPR_GNJ1311,2023-05-24 17:30:00,RSL_AverageLeveldBm,-49.0,-52.111111111111114,0.6009252125773313,1,-6.35,1
rsl_hop,Port 3/2,10.70.60.6,MPR-SHK3381,2023-05-24 17:30:00,RSL_AverageLeveldBm,-42.0,-36.888888888888886,1.269295517643984,2,12.17,1
rsl_hop,Channel 1A,10.70.28.134,MPR-SVN1601-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-50.0,-38.27777777777778,1.3636264606493256,2,23.44,1
rsl_hop,Channel 1B,10.70.28.134,MPR-SVN1601-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-49.0,-37.888888888888886,1.450715397105405,2,22.68,1
rsl_hop,Channel 1A,10.70.28.134,MPR-SVN1601-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-49.0,-38.27777777777778,1.3636264606493256,2,21.88,1
rsl_hop,Channel 1B,10.70.28.134,MPR-SVN1601-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-47.0,-37.888888888888886,1.450715397105405,2,19.39,1
rsl_hop,Port 4/5,10.70.53.7,LSY-QUB0175-QUB2769,2023-05-24 17:30:00,RSL_AverageLeveldBm,-41.0,-38.22222222222222,0.833333333333333,2,6.78,1
rsl_hop,Port 3/8,10.70.53.7,LSY-QUB0175-QUB2769,2023-05-24 17:30:00,RSL_AverageLeveldBm,-42.0,-39.22222222222222,0.833333333333333,2,6.61,1
rsl_hop,Channel 1A,10.70.28.88,MPR-SVN1347-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-40.0,-36.0,0.6859943405700352,2,10.0,1
rsl_hop,Channel 1B,10.70.28.88,MPR-SVN1347-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-40.0,-36.27777777777778,0.5745131499601409,2,9.31,1
rsl_hop,Port 6/1,10.70.31.69,MPR_GNJ1311,2023-05-24 17:30:00,RSL_AverageLeveldBm,-72.0,-76.33333333333333,0.8660254037844387,1,-6.02,1
rsl_hop,Port 8/2,10.70.28.67,MPR-SVN1347,2023-05-24 17:30:00,RSL_AverageLeveldBm,-41.0,-37.77777777777778,0.6666666666666669,2,7.86,1
rsl_hop,Channel 1A,10.70.51.3,MPR-GNJ1141-UBT-B,2023-05-24 17:30:00,RSL_AverageLeveldBm,-86.0,-37.611111111111114,12.09345417930411,2,56.27,1
rsl_hop,Channel 1B,10.70.51.3,MPR-GNJ1141-UBT-B,2023-05-24 17:30:00,RSL_AverageLeveldBm,-86.0,-36.55555555555556,12.35371924098032,2,57.49,1
rsl_hop,Channel 1B,10.70.47.150,MPR-SVN1584-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-39.0,-36.111111111111114,0.8323523637957307,2,7.41,1
rsl_hop,Channel 1B,10.70.47.149,MPR-SVN2044-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-41.0,-37.72222222222222,0.6691131580686873,2,7.99,1
rsl_hop,Channel 1A,10.70.47.149,MPR-SVN2044-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-39.0,-36.666666666666664,0.4850712500726648,2,5.98,1
rsl_hop,Channel 1A,10.70.47.149,MPR-SVN2044-UBT-A,2023-05-24 17:30:00,RSL_AverageLeveldBm,-40.0,-36.666666666666664,0.4850712500726648,2,8.33,1
rsl_hop,Port 3/2,10.70.48.75,MPR-GNJ1963,2023-05-24 17:30:00,RSL_AverageLeveldBm,-76.0,-39.666666666666664,7.6321687612368745,2,47.81,1
rsl_hop,Port 4/7,10.70.36.230,MPR-SVN1826-HC,2023-05-24 17:30:00,RSL_AverageLeveldBm,-44.0,-35.888888888888886,0.33333333333333376,2,18.43,1
rsl_hop,Port 4/8,10.70.36.230,MPR-SVN1826-HC,2023-05-24 17:30:00,RSL_AverageLeveldBm,-43.0,-35.0,0.5000000000000017,2,18.6,1
rsl_hop,Port 5/8,10.70.36.220,MPR-SVN2066-HC1,2023-05-24 17:30:00,RSL_AverageLeveldBm,-41.0,-38.888888888888886,0.600925212577332,2,5.15,1
rsl_hop,Port 6/8,10.70.36.220,MPR-SVN2066-HC1,2023-05-24 17:30:00,RSL_AverageLeveldBm,-42.0,-35.55555555555556,0.5270462766947294,2,15.34,1
rsl_hop,Port 6/7,10.70.36.220,MPR-SVN2066-HC1,2023-05-24 17:30:00,RSL_AverageLeveldBm,-43.0,-36.44444444444444,0.5270462766947294,2,15.25,1
tsl_hop,Channel 1A,10.70.47.116,MPR-SHK7252-UBT-B,2023-05-24 17:30:00,TSL_AverageLeveldBm,-99.7,19.866666666666667,0.18804871400937515,2,119.93,81
tsl_hop,Channel 1B,10.70.47.116,MPR-SHK7252-UBT-B,2023-05-24 17:30:00,TSL_AverageLeveldBm,-99.7,19.808333333333334,0.11389036172018074,2,119.87,81
tsl_hop,Channel 1A,10.70.51.6,MPR-GNJ3055-UBT-C,2023-05-24 17:30:00,TSL_AverageLeveldBm,-99.7,2.0166666666666666,25.385133444597056,2,102.02,1
tsl_hop,Channel 1B,10.70.51.6,MPR-GNJ3055-UBT-C,2023-05-24 17:30:00,TSL_AverageLeveldBm,-99.7,2.0166666666666666,25.385133444597056,2,102.02,1
tsl_hop,Port 6/7,10.70.17.110,MPR-SVN2768-HC,2023-05-24 17:30:00,TSL_AverageLeveldBm,23.0,25.333333333333332,0.3316624790355404,2,-10.14,1
tsl_hop,Port 6/8,10.70.17.110,MPR-SVN2768-HC,2023-05-24 17:30:00,TSL_AverageLeveldBm,22.5,24.51111111111111,0.3620926830400067,2,-8.94,1
tsl_hop,Port 4/7,10.70.17.107,MPR-SVN3527-HC,2023-05-24 17:30:00,TSL_AverageLeveldBm,23.0,25.422222222222224,0.35978388574871445,2,-10.53,1
tsl_hop,Port 4/8,10.70.17.107,MPR-SVN3527-HC,2023-05-24 17:30:00,TSL_AverageLeveldBm,21.8,24.188888888888886,0.4075673086879151,2,-10.96,1
rx_stats,Port 1/5,10.70.28.51,GNJ5979-UBT,2023-05-24 17:30:00,DiscardedFrameRatio,2.157014895007516e-05,1.2527762196374184e-05,5.467280693325757e-07,1,41.92,1
rx_stats,Port 1/3,10.70.28.49,MPR-GNJ5979-B,2023-05-24 17:30:00,DiscardedFrameRatio,47.83876955714664,23.86054442006142,1.5825308835223775,1,50.12,1
rx_stats,Port 1/5,10.70.28.132,MPR-SVN3330-UBT-A,2023-05-24 17:30:00,DiscardedFrameRatio,0.0031365175626969,0.0022602730516684886,0.0001996131130095101,1,27.94,1
rx_stats,Port 1/4,10.70.48.66,MPR-GNJ1961-HUB-B,2023-05-24 17:30:00,DiscardedFrameRatio,0.0015353208320265,0.0012408415673044,6.43388401349643e-05,1,19.18,1
rx_stats,Port 5/5,10.70.15.193,MPR-BBK7024,2023-05-24 17:30:00,DiscardedFrameRatio,15.777439024390244,14.922547157918908,0.20975659124858528,1,5.42,1
rx_stats,Port 1/6,10.70.36.20,MPR-SVN1333-HUB-B,2023-05-24 17:30:00,DiscardedFrameRatio,7.968452542833831,7.906901797514469,0.009588426570472694,1,0.77,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,4QAM,14857.0,180.8,404.281090331962,1,98.78,1
modulation,Port 3/6,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,4QAM,38277.0,540.2,1207.9239214453864,1,98.59,1
modulation,Channel 1B,10.70.51.3,MPR-GNJ1141-UBT-B,2023-05-24 17:30:00,16QAM,759380.0,43409.77777777778,184172.08941880657,1,94.28,1
modulation,Channel 1A,10.70.51.3,MPR-GNJ1141-UBT-B,2023-05-24 17:30:00,16QAM,758378.0,43353.833333333336,183934.7372425883,1,94.28,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,16QAM,4551.0,6.6,14.758048651498612,1,99.85,1
modulation,Port 3/6,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,16QAM,77191.0,169.0,377.89548819746443,1,99.78,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,64QAM,38051.0,94.0,210.19038988498022,1,99.75,1
modulation,Port 3/6,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,64QAM,93242.0,119.2,266.5393029179749,1,99.87,1
modulation,Port 4/8,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,64QAM,267.0,8.0,17.88854381999832,1,97.0,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,32QAM,11013.0,9.6,21.46625258399798,1,99.91,1
modulation,Port 3/6,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,32QAM,122201.0,36.2,80.9456607854924,1,99.97,1
modulation,Port 4/8,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,32QAM,2378.0,118.8,265.644875726975,1,95.0,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,128QAM,64752.0,512.2,1145.3140180753924,1,99.21,1
modulation,Port 3/6,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,128QAM,35868.0,758.4,1695.8339541358405,1,97.89,1
modulation,Port 4/8,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,128QAM,3291.0,8.4,18.782971010998235,1,99.74,1
modulation,Port 3/1,10.70.40.1,MPR-SVN4312,2023-05-24 17:30:00,256QAM,858013.0,47335.333333333336,27184.293010854628,1,94.48,1
modulation,Port 3/2,10.70.40.1,MPR-SVN4312,2023-05-24 17:30:00,256QAM,857018.0,47998.88888888889,27022.92104605109,1,94.4,1
modulation,Port 4/1,10.70.40.1,MPR-SVN4312,2023-05-24 17:30:00,256QAM,858010.0,48446.22222222222,26937.69292635218,1,94.35,1
modulation,Port 4/2,10.70.40.1,MPR-SVN4312,2023-05-24 17:30:00,256QAM,859018.0,48884.77777777778,27096.91365625326,1,94.31,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,256QAM,49798.0,1130.8,2528.5456689567623,1,97.73,1
modulation,Port 4/8,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,256QAM,25868.0,18.2,32.49923076012723,1,99.93,1
modulation,Port 3/8,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,512QAM,864064.0,186995.66666666666,67562.49743755777,1,78.36,1
modulation,Port 3/5,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,512QAM,78500.0,2263.2,5060.669046677524,1,97.12,1
modulation,Port 3/7,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,512QAM,108962.0,120.6,269.66979808647466,1,99.89,1
modulation,Port 4/8,10.70.156.2,LSY-LNK2281 - SVN2750,2023-05-24 17:30:00,512QAM,44297.0,5310.0,8366.809666772635,1,88.01,1
modulation,Channel 1A,10.70.36.194,MPR-SVN1826-UBT-A,2023-05-24 17:30:00,1024QAM,2792.0,3.888888888888889,16.49915822768611,1,99.86,1
modulation,Channel 1B,10.70.36.194,MPR-SVN1826-UBT-A,2023-05-24 17:30:00,1024QAM,69020.0,1539.5,6531.545337820139,1,97.77,1
modulation,Channel 1A,10.70.36.195,MPR-SVN3689-UBT-A,2023-05-24 17:30:00,1024QAM,65988.0,156.88888888888889,665.6231833569367,1,99.76,1
modulation,Channel 1B,10.70.36.195,MPR-SVN3689-UBT-A,2023-05-24 17:30:00,1024QAM,99039.0,3198.277777777778,9924.764604146158,1,96.77,1
modulation,Port 3/7,10.70.53.4,LSY-ABS5343 - BBK7020,2023-05-24 17:30:00,1024QAM,21572.0,537.1111111111111,1611.3333333333333,1,97.51,1
modulation,Port 3/5,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,1024QAM,862995.0,186333.88888888888,67305.36345723952,1,78.41,1
modulation,Port 3/6,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,1024QAM,863001.0,186767.33333333334,67095.62578700641,1,78.36,1
modulation,Port 3/7,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,1024QAM,862999.0,186661.77777777778,67425.53136568109,1,78.37,1
modulation,Port 4/6,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,1024QAM,862999.0,188025.22222222222,67518.61949636148,1,78.21,1
modulation,Port 4/7,10.70.55.3,LSY-SVN3531-SVN2044,2023-05-24 17:30:00,1024QAM,864010.0,188557.55555555556,67784.59288088833,1,78.18,1
modulation,Channel 1A,10.70.47.112,MPR-SHK2265-UBT-A,2023-05-24 17:30:00,2048QAM,4309.0,0.3076923076923077,1.5689290811054721,1,99.99,1
modulation,Channel 1A,10.70.36.194,MPR-SVN1826-UBT-A,2023-05-24 17:30:00,2048QAM,232150.0,809.2777777777778,3433.4748271814797,1,99.65,1
modulation,Channel 1A,10.70.36.195,MPR-SVN3689-UBT-A,2023-05-24 17:30:00,2048QAM,748681.0,35700.27777777778,102406.22014300266,1,95.23,1
modulation,Channel 1B,10.70.36.195,MPR-SVN3689-UBT-A,2023-05-24 17:30:00,2048QAM,672927.0,79391.27777777778,177907.00209041985,1,88.2,1
