Date,tech,Vendor,Site_name,NE,Region,variable,value,threshold,Fails_and_drops_average_15_day,Fails_and_drops_last_hour,Cell Availability,c_days,status
2023-05-30 08:00:00,2G,Huawei,GSVN3501,HBSC10,Aran,Call Drop Rate,1.0526315789473684,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN4306,HBSC11,Aran,Call Drop Rate,3.225806451612903,0.0,0.13333333333333333,2.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN4340,HBSC11,Aran,Call Drop Rate,0.8264462809917356,0.8195979262150739,0.2,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS1203,ASBSC21,Absheron,SDCCH Drop Rate,5.752212389380531,3.7383777623679375,3.0,13.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS1287,ASBSC21,Absheron,SDCCH Drop Rate,2.7881040892193307,2.4104609706324416,13.133333333333333,30.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS1326,ASBSC21,Absheron,SDCCH Drop Rate,3.61145703611457,3.519398753195388,36.53333333333333,58.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS3047,mcBSC16,Absheron,SDCCH Drop Rate,2.5906735751295336,1.8869958164347485,9.666666666666666,25.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS4393,mcBSC16,Baku,SDCCH Drop Rate,1.885644768856448,1.3233443970097245,10.066666666666666,31.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS5293,ASBSC21,Absheron,SDCCH Drop Rate,16.968477531857815,8.800527301046623,64.66666666666667,506.0,100.0,6.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GABS5656,ASBSC21,Absheron,SDCCH Drop Rate,2.1052631578947367,1.99310589215305,12.2,38.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK0595,ASBSC22,Baku,SDCCH Drop Rate,3.592814371257485,3.088823850477994,1.5333333333333334,6.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK0889,ASBSC21,Baku,SDCCH Drop Rate,2.31404958677686,1.9715427340755625,5.2,14.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK0945,ASBSC21,Baku,SDCCH Drop Rate,1.687289088863892,1.4127252405342767,6.933333333333334,15.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK1093,ASBSC22,Baku,SDCCH Drop Rate,23.809523809523807,4.261686513656758,5.466666666666667,55.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK1097,ASBSC22,Baku,SDCCH Drop Rate,2.9185867895545314,2.567651575968436,9.866666666666667,19.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK1324,ASBSC22,Baku,SDCCH Drop Rate,5.23138832997988,3.411485989060853,7.2,26.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK2395,ASBSC21,Absheron,SDCCH Drop Rate,1.6282225237449115,1.5124610478489096,10.6,24.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK2587,ASBSC22,Absheron,SDCCH Drop Rate,12.88416075650118,8.35981425768668,17.333333333333332,109.0,100.0,6.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK2949,ASBSC22,Baku,SDCCH Drop Rate,7.07395498392283,4.8801077173726926,5.6,22.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK3081,ASBSC21,Baku,SDCCH Drop Rate,3.333333333333333,2.451414048854419,0.8,4.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK3835,ASBSC21,Baku,SDCCH Drop Rate,2.035928143712575,1.9231795655892845,8.333333333333334,17.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK3927,ASBSC22,Baku,SDCCH Drop Rate,2.525597269624573,2.2669433042554816,17.933333333333334,37.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4213,ASBSC21,Baku,SDCCH Drop Rate,1.8501387604070303,1.8371929023133584,11.266666666666667,20.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4221,ASBSC22,Baku,SDCCH Drop Rate,2.722245852828584,2.05641965669875,28.866666666666667,64.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4231,ASBSC21,Baku,SDCCH Drop Rate,2.2929936305732483,2.256178757105121,6.733333333333333,18.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4249,ASBSC22,Baku,SDCCH Drop Rate,6.482982171799027,4.775424522307016,9.333333333333334,40.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4843,ASBSC22,Baku,SDCCH Drop Rate,9.523809523809524,7.276769143048704,0.2,2.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK4979,ASBSC22,Baku,SDCCH Drop Rate,4.528763769889841,3.683459605172178,15.733333333333333,37.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK5049,ASBSC21,Absheron,SDCCH Drop Rate,13.043478260869565,11.521632656928691,2.466666666666667,3.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK5093,ASBSC22,Baku,SDCCH Drop Rate,1.4354066985645932,1.408305306739981,1.3333333333333333,3.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK5765,ASBSC22,Baku,SDCCH Drop Rate,3.690476190476191,1.8458051757879048,7.666666666666667,31.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK5835,ASBSC21,Absheron,SDCCH Drop Rate,3.954802259887006,2.459230543614571,1.2666666666666666,7.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK5853,ASBSC21,Baku,SDCCH Drop Rate,3.3444816053511706,2.607887468139494,15.533333333333333,40.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GBBK6217,ASBSC22,Baku,SDCCH Drop Rate,8.974358974358974,5.23585710288794,2.533333333333333,14.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ0567,HBSC06,Aran,SDCCH Drop Rate,0.2232142857142857,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ0587,HBSC03,Ganja,SDCCH Drop Rate,0.591715976331361,0.4803265726331209,0.5333333333333333,2.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ1457,HBSC03,Ganja,SDCCH Drop Rate,0.1050420168067226,0.0842869012708344,0.13333333333333333,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ1605,HBSC08,Ganja,SDCCH Drop Rate,0.0618046971569839,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ1749,HBSC02,Ganja,SDCCH Drop Rate,0.0332336324360252,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ1967,HBSC03,Ganja,SDCCH Drop Rate,0.099601593625498,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GLNK4311,HBSC07,Lankaran,SDCCH Drop Rate,0.0640614990390775,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GNCV4671,mcBSC12,Naxchivan,SDCCH Drop Rate,16.666666666666664,13.401437093724548,1.0,5.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GQUB2777,HBSC09,Quba,SDCCH Drop Rate,0.0315059861373661,0.0289047433686145,0.13333333333333333,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GQUB2781,HBSC09,Quba,SDCCH Drop Rate,0.0625390869293308,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GQUB2875,HBSC09,Quba,SDCCH Drop Rate,0.1422475106685633,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSHK0053,HBSC04,Sheki,SDCCH Drop Rate,0.1225490196078431,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSHK0115,HBSC04,Sheki,SDCCH Drop Rate,0.0323101777059773,0.021481237322653,0.13333333333333333,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN2032,HBSC12,Aran,SDCCH Drop Rate,0.1109877913429522,0.0,0.06666666666666667,1.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN2046,HBSC10,Aran,SDCCH Drop Rate,0.7575757575757576,0.0,0.13333333333333333,2.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Nokia,GSVN2221,ASBSC21,Absheron,SDCCH Drop Rate,4.705882352941177,4.63122749512509,10.866666666666667,16.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN2750,HBSC11,Aran,SDCCH Drop Rate,0.0312597686777117,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3425,HBSC11,Aran,SDCCH Drop Rate,0.1654259718775848,0.0,0.13333333333333333,2.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3453,HBSC10,Aran,SDCCH Drop Rate,0.1001001001001,0.0999098738176023,0.13333333333333333,1.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3489,HBSC10,Qarabag,SDCCH Drop Rate,0.1270648030495552,0.076732187800162,0.13333333333333333,1.0,100.0,2.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3505,HBSC12,Aran,SDCCH Drop Rate,0.4629629629629629,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3535,HBSC11,Aran,SDCCH Drop Rate,0.0662690523525513,0.0518842719646966,0.13333333333333333,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GSVN3685,HBSC10,Aran,SDCCH Drop Rate,0.2053388090349076,0.0,0.06666666666666667,1.0,100.0,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GGNJ1052,HBSC02,Ganja,SDCCH Block Rate,0.2799160251924422,0.0,0.26666666666666666,4.0,31.041666666666668,1.0,-1.0
2023-05-30 08:00:00,2G,Huawei,GLNK4593,HBSC07,Lankaran,SDCCH Block Rate,2.457002457002457,0.0,0.6666666666666666,10.0,56.99074074074074,1.0,-1.0
