date,traf,hour,is_weekday,day,region,lower,upper,region2,predict,tech,kpi
2023-05-25 06:00:00,528.631658203125,6,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 06:00:00,106.810810546875,6,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 06:00:00,68.245630859375,6,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 06:00:00,394.320203125,6,1,25,Quba,,,7,,2G,data traf
2023-05-25 06:00:00,379.05181640625,6,1,25,Sheki,,,8,,2G,data traf
2023-05-25 07:00:00,1520.3419013671871,7,1,25,Absheron,,,0,,2G,data traf
2023-05-25 07:00:00,1007.4245380859376,7,1,25,Aran,,,1,,2G,data traf
2023-05-25 07:00:00,2381.835859375,7,1,25,Baku,,,2,,2G,data traf
2023-05-25 07:00:00,1519.750931640625,7,1,25,Ganja,,,3,,2G,data traf
2023-05-25 07:00:00,838.9278798828125,7,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 07:00:00,255.263955078125,7,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 07:00:00,129.17700781250002,7,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 07:00:00,687.9653876953125,7,1,25,Quba,,,7,,2G,data traf
2023-05-25 07:00:00,587.1949697265625,7,1,25,Sheki,,,8,,2G,data traf
2023-05-25 08:00:00,2298.0831513671874,8,1,25,Absheron,,,0,,2G,data traf
2023-05-25 08:00:00,1150.9446591796875,8,1,25,Aran,,,1,,2G,data traf
2023-05-25 08:00:00,4331.187919921876,8,1,25,Baku,,,2,,2G,data traf
2023-05-25 08:00:00,1663.16117578125,8,1,25,Ganja,,,3,,2G,data traf
2023-05-25 08:00:00,1092.5906171875,8,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 08:00:00,289.56974609375,8,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 08:00:00,80.5608544921875,8,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 08:00:00,799.100478515625,8,1,25,Quba,,,7,,2G,data traf
2023-05-25 08:00:00,826.6535947265625,8,1,25,Sheki,,,8,,2G,data traf
2023-05-25 09:00:00,2778.973732421875,9,1,25,Absheron,,,0,,2G,data traf
2023-05-25 09:00:00,1384.045328125,9,1,25,Aran,,,1,,2G,data traf
2023-05-25 09:00:00,4732.9052148437495,9,1,25,Baku,,,2,,2G,data traf
2023-05-25 09:00:00,2133.205982421875,9,1,25,Ganja,,,3,,2G,data traf
2023-05-25 09:00:00,1226.227806640625,9,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 09:00:00,304.490849609375,9,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 09:00:00,113.82272265625,9,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 09:00:00,1029.350974609375,9,1,25,Quba,,,7,,2G,data traf
2023-05-25 09:00:00,912.0711298828126,9,1,25,Sheki,,,8,,2G,data traf
2023-05-25 10:00:00,3016.7055751953126,10,1,25,Absheron,,,0,,2G,data traf
2023-05-25 10:00:00,1341.6180537109376,10,1,25,Aran,,,1,,2G,data traf
2023-05-25 10:00:00,5139.079472656251,10,1,25,Baku,,,2,,2G,data traf
2023-05-25 10:00:00,2257.2177666015623,10,1,25,Ganja,,,3,,2G,data traf
2023-05-25 10:00:00,1285.6322167968751,10,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 10:00:00,455.77357421875,10,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 10:00:00,111.317109375,10,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 10:00:00,1051.5925224609375,10,1,25,Quba,,,7,,2G,data traf
2023-05-25 10:00:00,1037.47032421875,10,1,25,Sheki,,,8,,2G,data traf
2023-05-25 11:00:00,3376.9861728515625,11,1,25,Absheron,,,0,,2G,data traf
2023-05-25 11:00:00,1763.8402763671877,11,1,25,Aran,,,1,,2G,data traf
2023-05-25 11:00:00,5736.872900390625,11,1,25,Baku,,,2,,2G,data traf
2023-05-25 11:00:00,2177.2402304687503,11,1,25,Ganja,,,3,,2G,data traf
2023-05-25 11:00:00,1371.964794921875,11,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 11:00:00,346.492001953125,11,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 11:00:00,125.3291171875,11,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 11:00:00,1060.4512939453125,11,1,25,Quba,,,7,,2G,data traf
2023-05-25 11:00:00,966.5737900390624,11,1,25,Sheki,,,8,,2G,data traf
2023-05-25 12:00:00,3461.2291240234376,12,1,25,Absheron,,,0,,2G,data traf
2023-05-25 12:00:00,1812.2311513671875,12,1,25,Aran,,,1,,2G,data traf
2023-05-25 12:00:00,5604.463583984375,12,1,25,Baku,,,2,,2G,data traf
2023-05-25 12:00:00,2406.6015361328127,12,1,25,Ganja,,,3,,2G,data traf
2023-05-25 12:00:00,1308.0763330078123,12,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 12:00:00,428.888681640625,12,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 12:00:00,158.53350195312498,12,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 12:00:00,1128.016921875,12,1,25,Quba,,,7,,2G,data traf
2023-05-25 12:00:00,1142.6309111328126,12,1,25,Sheki,,,8,,2G,data traf
2023-05-25 13:00:00,3163.02727734375,13,1,25,Absheron,,,0,,2G,data traf
2023-05-25 13:00:00,1783.8347138671877,13,1,25,Aran,,,1,,2G,data traf
2023-05-25 13:00:00,6199.5825390625005,13,1,25,Baku,,,2,,2G,data traf
2023-05-25 13:00:00,2456.670928710937,13,1,25,Ganja,,,3,,2G,data traf
2023-05-25 13:00:00,1316.7415263671876,13,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 13:00:00,315.23575195312503,13,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 13:00:00,185.100111328125,13,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 13:00:00,1144.058658203125,13,1,25,Quba,,,7,,2G,data traf
2023-05-25 13:00:00,1140.05443359375,13,1,25,Sheki,,,8,,2G,data traf
2023-05-25 14:00:00,3228.0153984375,14,1,25,Absheron,,,0,,2G,data traf
2023-05-25 14:00:00,1912.8049130859367,14,1,25,Aran,,,1,,2G,data traf
2023-05-25 14:00:00,5733.346796875,14,1,25,Baku,,,2,,2G,data traf
2023-05-25 14:00:00,2323.09372265625,14,1,25,Ganja,,,3,,2G,data traf
2023-05-25 14:00:00,1213.3741669921874,14,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 14:00:00,434.78390625,14,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 14:00:00,194.4564267578125,14,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 14:00:00,1285.1299921875,14,1,25,Quba,,,7,,2G,data traf
2023-05-25 14:00:00,1184.80728515625,14,1,25,Sheki,,,8,,2G,data traf
2023-05-25 15:00:00,3370.940158203125,15,1,25,Absheron,,,0,,2G,data traf
2023-05-25 15:00:00,3153.9282578125,15,1,25,Aran,,,1,,2G,data traf
2023-05-25 15:00:00,5474.218261718749,15,1,25,Baku,,,2,,2G,data traf
2023-05-25 15:00:00,4647.248841796875,15,1,25,Ganja,,,3,,2G,data traf
2023-05-25 15:00:00,2396.321859375,15,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 15:00:00,458.114599609375,15,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 15:00:00,307.0083515625,15,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 15:00:00,2312.107970703125,15,1,25,Quba,,,7,,2G,data traf
2023-05-25 15:00:00,2260.162189453125,15,1,25,Sheki,,,8,,2G,data traf
2023-05-25 16:00:00,2889.750817382813,16,1,25,Absheron,,,0,,2G,data traf
2023-05-25 16:00:00,1530.1080751953127,16,1,25,Aran,,,1,,2G,data traf
2023-05-25 16:00:00,5310.7620703125,16,1,25,Baku,,,2,,2G,data traf
2023-05-25 16:00:00,2110.041440429688,16,1,25,Ganja,,,3,,2G,data traf
2023-05-25 16:00:00,1146.0619248046876,16,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 16:00:00,398.9748828125,16,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 16:00:00,152.0209912109375,16,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 16:00:00,1110.56476953125,16,1,25,Quba,,,7,,2G,data traf
2023-05-25 16:00:00,1013.7529785156248,16,1,25,Sheki,,,8,,2G,data traf
2023-05-25 17:00:00,2946.736888671875,17,1,25,Absheron,,,0,,2G,data traf
2023-05-25 17:00:00,1457.1405263671877,17,1,25,Aran,,,1,,2G,data traf
2023-05-25 17:00:00,5473.993955078125,17,1,25,Baku,,,2,,2G,data traf
2023-05-25 17:00:00,2222.9378896484377,17,1,25,Ganja,,,3,,2G,data traf
2023-05-25 17:00:00,1442.7217744140626,17,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 17:00:00,288.86224609375,17,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 17:00:00,147.20224316406248,17,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 17:00:00,1068.3898232421875,17,1,25,Quba,,,7,,2G,data traf
2023-05-25 17:00:00,1027.6979931640626,17,1,25,Sheki,,,8,,2G,data traf
2023-05-25 18:00:00,2839.69940234375,18,1,25,Absheron,,,0,,2G,data traf
2023-05-25 18:00:00,1476.85142578125,18,1,25,Aran,,,1,,2G,data traf
2023-05-25 18:00:00,5481.97986328125,18,1,25,Baku,,,2,,2G,data traf
2023-05-25 18:00:00,2178.719822265625,18,1,25,Ganja,,,3,,2G,data traf
2023-05-25 18:00:00,1482.877873046875,18,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 18:00:00,382.73306640625,18,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 18:00:00,133.588380859375,18,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 18:00:00,1109.2783837890624,18,1,25,Quba,,,7,,2G,data traf
2023-05-25 18:00:00,915.8877509765624,18,1,25,Sheki,,,8,,2G,data traf
2023-05-25 19:00:00,2794.8668505859373,19,1,25,Absheron,,,0,,2G,data traf
2023-05-25 19:00:00,1525.041197265625,19,1,25,Aran,,,1,,2G,data traf
2023-05-25 19:00:00,5067.65583984375,19,1,25,Baku,,,2,,2G,data traf
2023-05-25 19:00:00,2309.867720703125,19,1,25,Ganja,,,3,,2G,data traf
2023-05-25 19:00:00,1324.42930078125,19,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 19:00:00,449.335732421875,19,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 19:00:00,146.200326171875,19,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 19:00:00,1095.410103515625,19,1,25,Quba,,,7,,2G,data traf
2023-05-25 19:00:00,933.6650322265624,19,1,25,Sheki,,,8,,2G,data traf
2023-05-25 20:00:00,2589.484322265625,20,1,25,Absheron,,,0,,2G,data traf
2023-05-25 20:00:00,1699.9223515625,20,1,25,Aran,,,1,,2G,data traf
2023-05-25 20:00:00,4267.18630859375,20,1,25,Baku,,,2,,2G,data traf
2023-05-25 20:00:00,2479.3333505859373,20,1,25,Ganja,,,3,,2G,data traf
2023-05-25 20:00:00,1475.4661904296877,20,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 20:00:00,554.6228515625,20,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 20:00:00,154.489744140625,20,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 20:00:00,1185.8571259765624,20,1,25,Quba,,,7,,2G,data traf
2023-05-25 20:00:00,1015.0223984375,20,1,25,Sheki,,,8,,2G,data traf
2023-05-25 21:00:00,2974.6207587890626,21,1,25,Absheron,,,0,,2G,data traf
2023-05-25 21:00:00,1792.00133984375,21,1,25,Aran,,,1,,2G,data traf
2023-05-25 21:00:00,3698.17974609375,21,1,25,Baku,,,2,,2G,data traf
2023-05-25 21:00:00,2968.6155820312497,21,1,25,Ganja,,,3,,2G,data traf
2023-05-25 21:00:00,1572.1244150390626,21,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 21:00:00,484.9565234375,21,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 21:00:00,170.4213046875,21,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 21:00:00,1455.608279296875,21,1,25,Quba,,,7,,2G,data traf
2023-05-25 21:00:00,1175.2439462890625,21,1,25,Sheki,,,8,,2G,data traf
2023-05-25 22:00:00,2857.0359101562503,22,1,25,Absheron,,,0,,2G,data traf
2023-05-25 22:00:00,1811.2378203125,22,1,25,Aran,,,1,,2G,data traf
2023-05-25 22:00:00,3052.9570507812496,22,1,25,Baku,,,2,,2G,data traf
2023-05-25 22:00:00,2669.0114697265626,22,1,25,Ganja,,,3,,2G,data traf
2023-05-25 22:00:00,1275.0304638671876,22,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 22:00:00,367.00119140625,22,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 22:00:00,165.6739287109375,22,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 22:00:00,1329.2910478515626,22,1,25,Quba,,,7,,2G,data traf
2023-05-25 22:00:00,1129.6393369140626,22,1,25,Sheki,,,8,,2G,data traf
2023-05-25 23:00:00,2408.5810400390624,23,1,25,Absheron,,,0,,2G,data traf
2023-05-25 23:00:00,1431.4538466796876,23,1,25,Aran,,,1,,2G,data traf
2023-05-25 23:00:00,2813.9171484375,23,1,25,Baku,,,2,,2G,data traf
2023-05-25 23:00:00,1701.4400732421875,23,1,25,Ganja,,,3,,2G,data traf
2023-05-25 23:00:00,878.3655107421876,23,1,25,Lankaran,,,4,,2G,data traf
2023-05-25 23:00:00,338.339140625,23,1,25,Naxchivan,,,5,,2G,data traf
2023-05-25 23:00:00,138.5317294921875,23,1,25,Qarabag,,,6,,2G,data traf
2023-05-25 23:00:00,887.310904296875,23,1,25,Quba,,,7,,2G,data traf
2023-05-25 23:00:00,914.5149736328126,23,1,25,Sheki,,,8,,2G,data traf
2023-05-26 00:00:00,1884.4719824218748,0,1,26,Absheron,,,0,,2G,data traf
2023-05-26 00:00:00,1020.3904511718748,0,1,26,Aran,,,1,,2G,data traf
2023-05-26 00:00:00,2018.6070996093752,0,1,26,Baku,,,2,,2G,data traf
2023-05-26 00:00:00,1186.0649912109377,0,1,26,Ganja,,,3,,2G,data traf
2023-05-26 00:00:00,554.104015625,0,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 00:00:00,256.880107421875,0,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 00:00:00,102.05232128906248,0,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 00:00:00,628.049357421875,0,1,26,Quba,,,7,,2G,data traf
2023-05-26 00:00:00,560.653984375,0,1,26,Sheki,,,8,,2G,data traf
2023-05-26 01:00:00,1489.921435546875,1,1,26,Absheron,,,0,,2G,data traf
2023-05-26 01:00:00,660.2582041015625,1,1,26,Aran,,,1,,2G,data traf
2023-05-26 01:00:00,1445.6387890625,1,1,26,Baku,,,2,,2G,data traf
2023-05-26 01:00:00,840.0621123046875,1,1,26,Ganja,,,3,,2G,data traf
2023-05-26 01:00:00,434.449787109375,1,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 01:00:00,159.7524609375,1,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 01:00:00,67.312646484375,1,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 01:00:00,478.7956435546875,1,1,26,Quba,,,7,,2G,data traf
2023-05-26 01:00:00,321.72131640625,1,1,26,Sheki,,,8,,2G,data traf
2023-05-26 02:00:00,958.2348134765624,2,1,26,Absheron,,,0,,2G,data traf
2023-05-26 02:00:00,514.1103818359375,2,1,26,Aran,,,1,,2G,data traf
2023-05-26 02:00:00,1233.495771484375,2,1,26,Baku,,,2,,2G,data traf
2023-05-26 02:00:00,736.6471591796875,2,1,26,Ganja,,,3,,2G,data traf
2023-05-26 02:00:00,272.9114423828125,2,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 02:00:00,108.37873046875,2,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 02:00:00,45.6483271484375,2,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 02:00:00,506.4574345703125,2,1,26,Quba,,,7,,2G,data traf
2023-05-26 02:00:00,253.8090263671875,2,1,26,Sheki,,,8,,2G,data traf
2023-05-26 03:00:00,703.73872265625,3,1,26,Absheron,,,0,,2G,data traf
2023-05-26 03:00:00,467.812154296875,3,1,26,Aran,,,1,,2G,data traf
2023-05-26 03:00:00,1174.477734375,3,1,26,Baku,,,2,,2G,data traf
2023-05-26 03:00:00,601.3850693359375,3,1,26,Ganja,,,3,,2G,data traf
2023-05-26 03:00:00,221.1822353515625,3,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 03:00:00,85.590546875,3,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 03:00:00,59.974724609375,3,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 03:00:00,359.133056640625,3,1,26,Quba,,,7,,2G,data traf
2023-05-26 03:00:00,252.1744521484375,3,1,26,Sheki,,,8,,2G,data traf
2023-05-26 04:00:00,703.7291787109375,4,1,26,Absheron,,,0,,2G,data traf
2023-05-26 04:00:00,393.26009375,4,1,26,Aran,,,1,,2G,data traf
2023-05-26 04:00:00,961.78306640625,4,1,26,Baku,,,2,,2G,data traf
2023-05-26 04:00:00,459.92477050781247,4,1,26,Ganja,,,3,,2G,data traf
2023-05-26 04:00:00,224.157173828125,4,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 04:00:00,86.081953125,4,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 04:00:00,46.8301650390625,4,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 04:00:00,324.941888671875,4,1,26,Quba,,,7,,2G,data traf
2023-05-26 04:00:00,262.42833593750004,4,1,26,Sheki,,,8,,2G,data traf
2023-05-26 05:00:00,913.6911826171876,5,1,26,Absheron,,,0,,2G,data traf
2023-05-26 05:00:00,506.599734375,5,1,26,Aran,,,1,,2G,data traf
2023-05-26 05:00:00,915.5875390625,5,1,26,Baku,,,2,,2G,data traf
2023-05-26 05:00:00,792.5487529296875,5,1,26,Ganja,,,3,,2G,data traf
2023-05-26 05:00:00,321.4286484375,5,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 05:00:00,105.73400390625,5,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 05:00:00,57.72444921875,5,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 05:00:00,410.4491806640625,5,1,26,Quba,,,7,,2G,data traf
2023-05-26 05:00:00,315.7304970703125,5,1,26,Sheki,,,8,,2G,data traf
2023-05-26 06:00:00,1259.0041630859375,6,1,26,Absheron,,,0,,2G,data traf
2023-05-26 06:00:00,656.7482431640625,6,1,26,Aran,,,1,,2G,data traf
2023-05-26 06:00:00,1264.9703808593752,6,1,26,Baku,,,2,,2G,data traf
2023-05-26 06:00:00,1283.1901689453125,6,1,26,Ganja,,,3,,2G,data traf
2023-05-26 06:00:00,522.2186416015625,6,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 06:00:00,151.169482421875,6,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 06:00:00,86.207791015625,6,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 06:00:00,464.2428603515625,6,1,26,Quba,,,7,,2G,data traf
2023-05-26 06:00:00,446.57935839843753,6,1,26,Sheki,,,8,,2G,data traf
2023-05-26 07:00:00,1649.4167978515625,7,1,26,Absheron,,,0,,2G,data traf
2023-05-26 07:00:00,989.1875927734376,7,1,26,Aran,,,1,,2G,data traf
2023-05-26 07:00:00,2510.7846875,7,1,26,Baku,,,2,,2G,data traf
2023-05-26 07:00:00,1652.78105078125,7,1,26,Ganja,,,3,,2G,data traf
2023-05-26 07:00:00,761.5173447265626,7,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 07:00:00,374.308056640625,7,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 07:00:00,115.7696572265625,7,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 07:00:00,789.3391669921875,7,1,26,Quba,,,7,,2G,data traf
2023-05-26 07:00:00,615.852794921875,7,1,26,Sheki,,,8,,2G,data traf
2023-05-26 08:00:00,2486.258889648437,8,1,26,Absheron,,,0,,2G,data traf
2023-05-26 08:00:00,1165.1496767578124,8,1,26,Aran,,,1,,2G,data traf
2023-05-26 08:00:00,4002.9069335937497,8,1,26,Baku,,,2,,2G,data traf
2023-05-26 08:00:00,1869.723234375,8,1,26,Ganja,,,3,,2G,data traf
2023-05-26 08:00:00,1346.895044921875,8,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 08:00:00,382.511005859375,8,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 08:00:00,122.473529296875,8,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 08:00:00,804.2466318359375,8,1,26,Quba,,,7,,2G,data traf
2023-05-26 08:00:00,864.3692275390624,8,1,26,Sheki,,,8,,2G,data traf
2023-05-26 09:00:00,2824.256638671875,9,1,26,Absheron,,,0,,2G,data traf
2023-05-26 09:00:00,1523.1255224609374,9,1,26,Aran,,,1,,2G,data traf
2023-05-26 09:00:00,4345.131572265625,9,1,26,Baku,,,2,,2G,data traf
2023-05-26 09:00:00,2116.386275390625,9,1,26,Ganja,,,3,,2G,data traf
2023-05-26 09:00:00,1291.8258916015625,9,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 09:00:00,582.102373046875,9,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 09:00:00,140.01715625,9,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 09:00:00,977.0315517578124,9,1,26,Quba,,,7,,2G,data traf
2023-05-26 09:00:00,1026.6592216796876,9,1,26,Sheki,,,8,,2G,data traf
2023-05-26 10:00:00,2870.4892597656253,10,1,26,Absheron,,,0,,2G,data traf
2023-05-26 10:00:00,1711.338369140625,10,1,26,Aran,,,1,,2G,data traf
2023-05-26 10:00:00,5187.682509765625,10,1,26,Baku,,,2,,2G,data traf
2023-05-26 10:00:00,2274.371088867188,10,1,26,Ganja,,,3,,2G,data traf
2023-05-26 10:00:00,1353.1324248046874,10,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 10:00:00,505.088203125,10,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 10:00:00,154.28772851562502,10,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 10:00:00,1050.906642578125,10,1,26,Quba,,,7,,2G,data traf
2023-05-26 10:00:00,1111.6456025390626,10,1,26,Sheki,,,8,,2G,data traf
2023-05-26 11:00:00,3273.347703125,11,1,26,Absheron,,,0,,2G,data traf
2023-05-26 11:00:00,1701.5946328125,11,1,26,Aran,,,1,,2G,data traf
2023-05-26 11:00:00,5840.574443359375,11,1,26,Baku,,,2,,2G,data traf
2023-05-26 11:00:00,2393.265677734375,11,1,26,Ganja,,,3,,2G,data traf
2023-05-26 11:00:00,1382.8794970703125,11,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 11:00:00,475.321875,11,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 11:00:00,167.54276562500002,11,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 11:00:00,1137.5446904296875,11,1,26,Quba,,,7,,2G,data traf
2023-05-26 11:00:00,1140.8783203125,11,1,26,Sheki,,,8,,2G,data traf
2023-05-26 12:00:00,3423.7757666015627,12,1,26,Absheron,,,0,,2G,data traf
2023-05-26 12:00:00,1801.8479345703129,12,1,26,Aran,,,1,,2G,data traf
2023-05-26 12:00:00,5969.171005859374,12,1,26,Baku,,,2,,2G,data traf
2023-05-26 12:00:00,2457.1153134765623,12,1,26,Ganja,,,3,,2G,data traf
2023-05-26 12:00:00,1554.539087890625,12,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 12:00:00,420.645126953125,12,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 12:00:00,155.5464169921875,12,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 12:00:00,1200.136509765625,12,1,26,Quba,,,7,,2G,data traf
2023-05-26 12:00:00,1044.9628701171875,12,1,26,Sheki,,,8,,2G,data traf
2023-05-26 13:00:00,3471.8760439453126,13,1,26,Absheron,,,0,,2G,data traf
2023-05-26 13:00:00,1729.4158447265625,13,1,26,Aran,,,1,,2G,data traf
2023-05-26 13:00:00,6200.06384765625,13,1,26,Baku,,,2,,2G,data traf
2023-05-26 13:00:00,2587.860318359375,13,1,26,Ganja,,,3,,2G,data traf
2023-05-26 13:00:00,1441.164166015625,13,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 13:00:00,395.295361328125,13,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 13:00:00,155.36663671875,13,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 13:00:00,1268.5226308593749,13,1,26,Quba,,,7,,2G,data traf
2023-05-26 13:00:00,1172.6781650390624,13,1,26,Sheki,,,8,,2G,data traf
2023-05-26 14:00:00,3327.9445205078123,14,1,26,Absheron,,,0,,2G,data traf
2023-05-26 14:00:00,1834.8515703125,14,1,26,Aran,,,1,,2G,data traf
2023-05-26 14:00:00,5705.109970703124,14,1,26,Baku,,,2,,2G,data traf
2023-05-26 14:00:00,2593.59920703125,14,1,26,Ganja,,,3,,2G,data traf
2023-05-26 14:00:00,1341.87653125,14,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 14:00:00,513.7966796875,14,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 14:00:00,131.4413857421875,14,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 14:00:00,1208.8552451171877,14,1,26,Quba,,,7,,2G,data traf
2023-05-26 14:00:00,1193.5288388671877,14,1,26,Sheki,,,8,,2G,data traf
2023-05-26 15:00:00,3085.331228515625,15,1,26,Absheron,,,0,,2G,data traf
2023-05-26 15:00:00,1687.6160341796876,15,1,26,Aran,,,1,,2G,data traf
2023-05-26 15:00:00,5582.867988281251,15,1,26,Baku,,,2,,2G,data traf
2023-05-26 15:00:00,2337.3543837890625,15,1,26,Ganja,,,3,,2G,data traf
2023-05-26 15:00:00,1315.3994423828126,15,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 15:00:00,475.362373046875,15,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 15:00:00,136.27316015625,15,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 15:00:00,1291.9238408203123,15,1,26,Quba,,,7,,2G,data traf
2023-05-26 15:00:00,1256.62496875,15,1,26,Sheki,,,8,,2G,data traf
2023-05-26 16:00:00,2974.8194853515624,16,1,26,Absheron,,,0,,2G,data traf
2023-05-26 16:00:00,1583.9437636718749,16,1,26,Aran,,,1,,2G,data traf
2023-05-26 16:00:00,5394.462294921875,16,1,26,Baku,,,2,,2G,data traf
2023-05-26 16:00:00,2160.0896953125,16,1,26,Ganja,,,3,,2G,data traf
2023-05-26 16:00:00,1277.1329248046875,16,1,26,Lankaran,,,4,,2G,data traf
2023-05-26 16:00:00,430.486826171875,16,1,26,Naxchivan,,,5,,2G,data traf
2023-05-26 16:00:00,161.669916015625,16,1,26,Qarabag,,,6,,2G,data traf
2023-05-26 16:00:00,1268.7071708984374,16,1,26,Quba,,,7,,2G,data traf
2023-05-26 16:00:00,1094.8491904296875,16,1,26,Sheki,,,8,,2G,data traf
2023-05-26 17:00:00,2924.1412041015624,17,1,26,Absheron,,,0,,2G,data traf
2023-05-26 17:00:00,1619.6698662109377,17,1,26,Aran,,,1,,2G,data traf
2023-05-26 17:00:00,5126.94828125,17,1,26,Baku,,,2,,2G,data traf
2023-05-26 17:00:00,2033.16908984375,17,1,26,Ganja,,,3,,2G,data traf
2023-05-26 17:00:00,1494.67192578125,17,1,26,Lankaran,,,4,,2G,data traf
