Date,tech,Vendor,NE,variable,value,threshold,status,delta
2023-05-30 08:00:00,2G,Huawei,HBSC02,SDCCH Block Rate,0.0035476403756951156,0.0027666263200441022,-1.0,-0.0007810140556510133
2023-05-30 08:00:00,2G,Huawei,HBSC02,SDCCH Blocks,4.0,2.858888311936752,-1.0,-1.1411116880632481
2023-05-30 08:00:00,3G,Huawei,HRNC08,PS Soft HO attempts,380872.0,375803.3886963369,-1.0,-5068.611303663114
2023-05-30 08:00:00,3G,Huawei,HRNC08,CS IRAT HO attempts,1336.0,1036.0840148465597,-1.0,-299.91598515344026
2023-05-30 08:00:00,3G,Huawei,HRNC08,CS InterFreq HO fails,54.0,46.55554680325362,-1.0,-7.44445319674638
2023-05-30 08:00:00,3G,Nokia,mcRNC08,CS InterFreq HO fails,36.0,33.0835960586037,-1.0,-2.9164039413962968
2023-05-30 08:00:00,3G,Huawei,HRNC08,PS InterFreq HO attempts,2674.0,2525.3183206919675,-1.0,-148.68167930803247
2023-05-30 08:00:00,4G,,Quba,CSFB fails,58.0,57.53577675135734,-1.0,-0.46422324864266074
