,BSCName,NODEBNAME,CELLID,CELLNAME,LAC,SAC,RAC,LOCELL,MAXTXPOWER,PCPICHPOWER,UARFCNDOWNLINK
2163,HRNC01,UGNJ6095,60959,UGNJ6095I,1516,60959,0,9,460,330,10613
2164,HRNC01,UGNJ6097,60971,UGNJ6097A,1512,60971,0,1,460,330,10588
2165,HRNC01,UGNJ6097,60972,UGNJ6097B,1512,60972,0,2,460,330,10588
2166,HRNC01,UGNJ6097,60974,UGNJ6097D,1512,60974,0,4,460,330,10563
2167,HRNC01,UGNJ6097,60975,UGNJ6097E,1512,60975,0,5,460,330,10563
2168,HRNC01,UGNJ6099,60991,UGNJ6099A,1516,60991,0,1,430,330,10588
2169,HRNC01,UGNJ6099,60992,UGNJ6099B,1516,60992,0,2,430,330,10588
2170,HRNC01,UGNJ6099,60993,UGNJ6099C,1516,60993,0,3,430,330,10588
2171,HRNC01,UGNJ6099,60994,UGNJ6099D,1516,60994,0,4,430,330,10563
2172,HRNC01,UGNJ6099,60995,UGNJ6099E,1516,60995,0,5,430,330,10563
2173,HRNC01,UGNJ6099,60996,UGNJ6099F,1516,60996,0,6,430,330,10563
2174,HRNC01,UGNJ6099,60997,UGNJ6099G,1516,60997,0,7,430,330,10613
2175,HRNC01,UGNJ6099,60998,UGNJ6099H,1516,60998,0,8,430,330,10613
2176,HRNC01,UGNJ6099,60999,UGNJ6099I,1516,60999,0,9,430,330,10613
2177,HRNC01,UGNJ6099,61441,UGNJ6099J,1516,61441,0,11,430,330,10638
2178,HRNC01,UGNJ6099,61442,UGNJ6099K,1516,61442,0,12,430,330,10638
2179,HRNC01,UGNJ6099,61443,UGNJ6099L,1516,61443,0,13,430,330,10638
2180,HRNC01,UGNJ6153,61531,UGNJ6153A,1514,61531,0,1,460,330,10588
2181,HRNC01,UGNJ6153,61532,UGNJ6153B,1514,61532,0,2,460,330,10588
2182,HRNC01,UGNJ6153,61533,UGNJ6153C,1514,61533,0,3,460,330,10588
2183,HRNC01,UGNJ6153,61534,UGNJ6153D,1514,61534,0,4,460,330,10563
2184,HRNC01,UGNJ6153,61535,UGNJ6153E,1514,61535,0,5,460,330,10563
2185,HRNC01,UGNJ6153,61536,UGNJ6153F,1514,61536,0,6,460,330,10563
2186,HRNC01,UGNJ6169,61691,UGNJ6169P,1514,61691,0,61691,430,330,2988
2187,HRNC01,UGNJ6169,61692,UGNJ6169Q,1514,61692,0,61692,430,330,2988
2188,HRNC01,UGNJ6169,61693,UGNJ6169R,1514,61693,0,61693,430,330,2988
2189,HRNC01,UGNJ6169,61694,UGNJ6169M,1514,61694,0,61694,430,330,3013
2190,HRNC01,UGNJ6169,61695,UGNJ6169N,1514,61695,0,61695,430,330,3013
2191,HRNC01,UGNJ6169,61696,UGNJ6169O,1514,61696,0,61696,430,330,3013
2192,HRNC01,UGNJ6183,61831,UGNJ6183A,1514,61831,0,1,460,330,10588
2193,HRNC01,UGNJ6183,61832,UGNJ6183B,1514,61832,0,2,460,330,10588
2194,HRNC01,UGNJ6183,61833,UGNJ6183C,1514,61833,0,3,460,330,10588
2195,HRNC01,UGNJ6183,61834,UGNJ6183D,1514,61834,0,4,460,330,10563
2196,HRNC01,UGNJ6183,61835,UGNJ6183E,1514,61835,0,5,460,330,10563
2197,HRNC01,UGNJ6183,61836,UGNJ6183F,1514,61836,0,6,460,330,10563
2198,HRNC01,UGNJ6185,61851,UGNJ6185A,1514,61851,0,1,460,330,10588
2199,HRNC01,UGNJ6185,61852,UGNJ6185B,1514,61852,0,2,460,330,10588
2200,HRNC01,UGNJ6185,61853,UGNJ6185C,1514,61853,0,3,460,330,10588
2201,HRNC01,UGNJ6185,61854,UGNJ6185D,1514,61854,0,4,460,330,10563
2202,HRNC01,UGNJ6185,61855,UGNJ6185E,1514,61855,0,5,460,330,10563
2203,HRNC01,UGNJ6185,61856,UGNJ6185F,1514,61856,0,6,460,330,10563
2204,HRNC01,UGNJ6187,61871,UGNJ6187P,1514,61871,0,61871,430,330,2988
2205,HRNC01,UGNJ6187,61872,UGNJ6187Q,1514,61872,0,61872,430,330,2988
2206,HRNC01,UGNJ6199,61991,UGNJ6199A,1512,61991,0,1,460,330,10588
2207,HRNC01,UGNJ6199,61992,UGNJ6199B,1512,61992,0,2,460,330,10588
2208,HRNC01,UGNJ6199,61993,UGNJ6199C,1512,61993,0,3,460,330,10588
2209,HRNC01,UGNJ6199,61994,UGNJ6199D,1512,61994,0,4,460,330,10563
2210,HRNC01,UGNJ6199,61995,UGNJ6199E,1512,61995,0,5,460,330,10563
2211,HRNC01,UGNJ6199,61996,UGNJ6199F,1512,61996,0,6,460,330,10563
2212,HRNC01,UGNJ1515,62721,UGNJ1515J,1513,62721,0,11,460,347,10638
2213,HRNC01,UGNJ5979,62981,UGNJ5979J,1513,62981,0,11,447,330,10638
2214,HRNC01,UGNJ5979,62982,UGNJ5979K,1513,62982,0,12,460,330,10638
2215,HRNC01,UGNJ5979,62983,UGNJ5979L,1513,62983,0,13,447,330,10638
2216,HRNC01,UGNJ1193,63071,UGNJ1193P,1514,63071,0,63071,430,330,2988
2217,HRNC01,UGNJ1193,63072,UGNJ1193Q,1514,63072,0,63072,430,330,2988
2218,HRNC01,UGNJ1193,63073,UGNJ1193R,1514,63073,0,63073,430,330,2988
2219,HRNC01,UGNJ1173,63081,UGNJ1173P,1514,63081,0,63081,430,330,2988
2220,HRNC01,UGNJ1173,63082,UGNJ1173Q,1514,63082,0,63082,430,330,2988
2221,HRNC01,UGNJ1173,63083,UGNJ1173R,1514,63083,0,63083,430,330,2988
2222,HRNC01,UGNJ1173,63085,UGNJ1173N,1514,63085,0,63085,430,330,3013
2223,HRNC01,UGNJ1173,63086,UGNJ1173O,1514,63086,0,63086,430,330,3013
2224,HRNC01,UGNJ1497,63091,UGNJ1497P,1514,63091,0,63091,430,330,2988
2225,HRNC01,UGNJ1497,63092,UGNJ1497Q,1514,63092,0,63092,430,330,2988
2226,HRNC01,UGNJ1497,63093,UGNJ1497R,1514,63093,0,63093,430,330,2988
2227,HRNC01,UGNJ1445,63101,UGNJ1445P,1514,63101,0,63101,430,330,2988
2228,HRNC01,UGNJ1445,63102,UGNJ1445Q,1514,63102,0,63102,430,330,2988
2229,HRNC01,UGNJ1445,63103,UGNJ1445R,1514,63103,0,63103,430,330,2988
2230,HRNC01,UGNJ1445,63104,UGNJ1445M,1514,63104,0,63104,430,330,3013
2231,HRNC01,UGNJ1445,63105,UGNJ1445N,1514,63105,0,63105,430,330,3013
2232,HRNC01,UGNJ1445,63106,UGNJ1445O,1514,63106,0,63106,430,330,3013
2233,HRNC01,UGNJ3335,63371,UGNJ3335P,1514,63371,0,63371,460,330,2988
2234,HRNC01,UGNJ3335,63372,UGNJ3335Q,1514,63372,0,63372,460,330,2988
2235,HRNC01,UGNJ3335,63373,UGNJ3335R,1514,63373,0,63373,460,330,2988
2236,HRNC01,UGNJ3335,63374,UGNJ3335M,1514,63374,0,63374,460,330,3013
2237,HRNC01,UGNJ3335,63375,UGNJ3335N,1514,63375,0,63375,460,330,3013
2238,HRNC01,UGNJ1295,63381,UGNJ1295P,1513,63381,0,63381,430,330,2988
2239,HRNC01,UGNJ1295,63382,UGNJ1295Q,1513,63382,0,63382,430,330,2988
2240,HRNC01,UGNJ1295,63383,UGNJ1295R,1513,63383,0,63383,430,330,2988
2241,HRNC01,UGNJ1295,63384,UGNJ1295M,1513,63384,0,63384,430,330,3013
2242,HRNC01,UGNJ1295,63385,UGNJ1295N,1513,63385,0,63385,430,330,3013
2243,HRNC01,UGNJ1125,63391,UGNJ1125P,1514,63391,0,63391,430,330,2988
2244,HRNC01,UGNJ1125,63392,UGNJ1125Q,1514,63392,0,63392,430,330,2988
2245,HRNC01,UGNJ1125,63393,UGNJ1125R,1514,63393,0,63393,430,330,2988
2246,HRNC01,UGNJ1125,63394,UGNJ1125M,1514,63394,0,63394,430,330,3013
2247,HRNC01,UGNJ1125,63395,UGNJ1125N,1514,63395,0,63395,430,330,3013
2248,HRNC01,UGNJ1125,63396,UGNJ1125O,1514,63396,0,63396,430,330,3013
2249,HRNC01,UGNJ1437,63431,UGNJ1437P,1514,63431,0,63431,430,330,2988
2250,HRNC01,UGNJ1437,63432,UGNJ1437Q,1514,63432,0,63432,430,330,2988
2251,HRNC01,UGNJ1437,63433,UGNJ1437R,1514,63433,0,63433,430,330,2988
2252,HRNC01,UGNJ1443,63451,UGNJ1443P,1514,63451,0,63451,430,330,2988
2253,HRNC01,UGNJ1443,63452,UGNJ1443Q,1514,63452,0,63452,430,330,2988
2254,HRNC01,UGNJ1443,63453,UGNJ1443R,1514,63453,0,63453,430,330,2988
2255,HRNC01,UGNJ1447,63461,UGNJ1447P,1514,63461,0,63461,430,330,2988
2256,HRNC01,UGNJ1447,63462,UGNJ1447Q,1514,63462,0,63462,430,330,2988
2257,HRNC01,UGNJ1447,63463,UGNJ1447R,1514,63463,0,63463,430,330,2988
2258,HRNC01,UGNJ1595,63471,UGNJ1595P,1514,63471,0,63471,430,330,2988
2259,HRNC01,UGNJ1595,63472,UGNJ1595Q,1514,63472,0,63472,430,330,2988
2260,HRNC01,UGNJ1595,63473,UGNJ1595R,1514,63473,0,63473,430,330,2988
2261,HRNC01,UGNJ1595,63474,UGNJ1595M,1514,63474,0,63474,430,330,3013
2262,HRNC01,UGNJ1595,63475,UGNJ1595N,1514,63475,0,63475,430,330,3013
2263,HRNC01,UGNJ1595,63476,UGNJ1595O,1514,63476,0,63476,430,330,3013
2264,HRNC01,UGNJ1469,63481,UGNJ1469P,1514,63481,0,63481,430,330,2988
2265,HRNC01,UGNJ1469,63482,UGNJ1469Q,1514,63482,0,63482,430,330,2988
2266,HRNC01,UGNJ1469,63483,UGNJ1469R,1514,63483,0,63483,430,330,2988
2267,HRNC01,UGNJ1469,63485,UGNJ1469N,1514,63485,0,63485,430,330,3013
2268,HRNC01,UGNJ1469,63486,UGNJ1469O,1514,63486,0,63486,430,330,3013
2269,HRNC01,UGNJ1641,63491,UGNJ1641P,1514,63491,0,63491,430,330,2988
2270,HRNC01,UGNJ1641,63492,UGNJ1641Q,1514,63492,0,63492,430,330,2988
2271,HRNC01,UGNJ1641,63493,UGNJ1641R,1514,63493,0,63493,430,330,2988
2272,HRNC01,UGNJ1641,63494,UGNJ1641M,1514,63494,0,63494,430,330,3013
2273,HRNC01,UGNJ1641,63495,UGNJ1641N,1514,63495,0,63495,430,330,3013
2274,HRNC01,UGNJ1641,63496,UGNJ1641O,1514,63496,0,63496,430,330,3013
2275,HRNC01,UGNJ1449,63501,UGNJ1449P,1514,63501,0,63501,430,330,2988
2276,HRNC01,UGNJ1449,63502,UGNJ1449Q,1514,63502,0,63502,430,330,2988
2277,HRNC01,UGNJ1449,63503,UGNJ1449R,1514,63503,0,63503,430,330,2988
2278,HRNC01,UGNJ1449,63504,UGNJ1449M,1514,63504,0,63504,430,330,3013
2279,HRNC01,UGNJ1449,63505,UGNJ1449N,1514,63505,0,63505,430,330,3013
2280,HRNC01,UGNJ1449,63506,UGNJ1449O,1514,63506,0,63506,430,330,3013
2281,HRNC01,UGNJ2113,63721,UGNJ2113P,1514,63721,0,63721,430,330,2988
2282,HRNC01,UGNJ2113,63722,UGNJ2113Q,1514,63722,0,63722,430,330,2988
2283,HRNC01,UGNJ2113,63723,UGNJ2113R,1514,63723,0,63723,430,330,2988
2284,HRNC01,UGNJ1429,64311,UGNJ1429P,1513,64311,0,64311,430,330,2988
2285,HRNC01,UGNJ1429,64312,UGNJ1429Q,1513,64312,0,64312,430,330,2988
2286,HRNC01,UGNJ1429,64313,UGNJ1429R,1513,64313,0,64313,430,330,2988
2287,HRNC01,UGNJ1429,64314,UGNJ1429M,1513,64314,0,64314,430,330,3013
2288,HRNC01,UGNJ1429,64315,UGNJ1429N,1513,64315,0,64315,430,330,3013
2289,HRNC01,UGNJ1429,64316,UGNJ1429O,1513,64316,0,64316,430,330,3013
2290,HRNC01,UGNJ1117,64351,UGNJ1117P,1513,64351,0,64351,430,330,2988
2291,HRNC01,UGNJ1117,64352,UGNJ1117Q,1513,64352,0,64352,430,330,2988
2292,HRNC01,UGNJ1117,64353,UGNJ1117R,1513,64353,0,64353,430,330,2988
2293,HRNC01,UGNJ1117,64355,UGNJ1117N,1513,64355,0,64355,430,330,3013
2294,HRNC01,UGNJ1117,64356,UGNJ1117O,1513,64356,0,64356,430,330,3013
2295,HRNC01,UGNJ1137,64361,UGNJ1137P,1514,64361,0,64361,430,330,2988
2296,HRNC01,UGNJ1137,64362,UGNJ1137Q,1514,64362,0,64362,430,330,2988
2297,HRNC01,UGNJ1137,64363,UGNJ1137R,1514,64363,0,64363,430,330,2988
2298,HRNC01,UGNJ1137,64364,UGNJ1137M,1514,64364,0,64364,430,330,3013
2299,HRNC01,UGNJ1137,64366,UGNJ1137O,1514,64366,0,64366,430,330,3013
2300,HRNC01,UGNJ1515,64371,UGNJ1515P,1513,64371,0,64371,430,330,2988
2301,HRNC01,UGNJ1515,64372,UGNJ1515Q,1513,64372,0,64372,430,330,2988
2302,HRNC01,UGNJ1515,64373,UGNJ1515R,1513,64373,0,64373,430,330,2988
2303,HRNC01,UGNJ1515,64376,UGNJ1515O,1513,64376,0,64376,430,330,3013
2304,HRNC01,UGNJ1655,64381,UGNJ1655P,1513,64381,0,64381,430,330,2988
2305,HRNC01,UGNJ1655,64382,UGNJ1655Q,1513,64382,0,64382,430,330,2988
2306,HRNC01,UGNJ1655,64383,UGNJ1655R,1513,64383,0,64383,430,300,2988
2307,HRNC01,UGNJ1415,64391,UGNJ1415P,1513,64391,0,64391,430,330,2988
2308,HRNC01,UGNJ1415,64392,UGNJ1415Q,1513,64392,0,64392,430,330,2988
2309,HRNC01,UGNJ1415,64393,UGNJ1415R,1513,64393,0,64393,430,330,2988
2310,HRNC01,UGNJ1415,64394,UGNJ1415M,1513,64394,0,64394,430,330,3013
2311,HRNC01,UGNJ1415,64395,UGNJ1415N,1513,64395,0,64395,430,330,3013
2312,HRNC01,UGNJ1415,64396,UGNJ1415O,1513,64396,0,64396,430,330,3013
2313,HRNC01,UGNJ1143,64491,UGNJ1143P,1513,64491,0,64491,430,330,2988
2314,HRNC01,UGNJ1143,64492,UGNJ1143Q,1513,64492,0,64492,430,330,2988
2315,HRNC01,UGNJ1143,64493,UGNJ1143R,1513,64493,0,64493,430,330,2988
2316,HRNC01,UGNJ6053,64501,UGNJ6053P,1513,64501,0,64501,430,330,2988
2317,HRNC01,UGNJ6053,64502,UGNJ6053Q,1513,64502,0,64502,430,330,2988
2318,HRNC01,UGNJ6053,64503,UGNJ6053R,1513,64503,0,64503,430,330,2988
2319,HRNC01,UGNJ5759,64591,UGNJ5759P,1513,64591,0,64591,430,330,2988
2320,HRNC01,UGNJ5759,64592,UGNJ5759Q,1513,64592,0,64592,430,330,2988
2321,HRNC01,UGNJ5759,64593,UGNJ5759R,1513,64593,0,64593,430,330,2988
2322,HRNC01,UGNJ5759,64594,UGNJ5759M,1513,64594,0,64594,430,330,3013
2323,HRNC01,UGNJ5759,64595,UGNJ5759N,1513,64595,0,64595,430,330,3013
2324,HRNC01,UGNJ5759,64596,UGNJ5759O,1513,64596,0,64596,430,330,3013
2325,HRNC01,UGNJ1251,64771,UGNJ1251P,1514,64771,0,64771,430,330,2988
2326,HRNC01,UGNJ1251,64772,UGNJ1251Q,1514,64772,0,64772,430,330,2988
2327,HRNC01,UGNJ1251,64773,UGNJ1251R,1514,64773,0,64773,460,360,2988
2328,HRNC01,UGNJ6183,64791,UGNJ6183P,1514,64791,0,64791,430,330,2988
2329,HRNC01,UGNJ6183,64792,UGNJ6183Q,1514,64792,0,64792,430,330,2988
2330,HRNC01,UGNJ6183,64793,UGNJ6183R,1514,64793,0,64793,430,330,2988
2331,HRNC01,UGNJ6183,64794,UGNJ6183M,1514,64794,0,64794,430,330,3013
2332,HRNC01,UGNJ6183,64795,UGNJ6183N,1514,64795,0,64795,430,330,3013
2333,HRNC01,UGNJ6183,64796,UGNJ6183O,1514,64796,0,64796,430,330,3013
2334,HRNC01,UGNJ6191,64801,UGNJ6191P,1514,64801,0,64801,430,330,2988
2335,HRNC01,UGNJ6191,64802,UGNJ6191Q,1514,64802,0,64802,430,330,2988
2336,HRNC01,UGNJ6191,64803,UGNJ6191R,1514,64803,0,64803,430,330,2988
2337,HRNC01,UGNJ6131,64981,UGNJ6131P,1514,64981,0,64981,430,330,2988
2338,HRNC01,UGNJ6131,64982,UGNJ6131Q,1514,64982,0,64982,430,330,2988
2339,HRNC01,UGNJ6131,64983,UGNJ6131R,1514,64983,0,64983,430,330,2988
2340,HRNC01,UGNJ1111,65011,UGNJ1111J,1512,65011,0,11,460,330,10638
2341,HRNC01,UGNJ1111,65012,UGNJ1111K,1512,65012,0,12,460,330,10638
2342,HRNC01,UGNJ1111,65013,UGNJ1111L,1512,65013,0,13,460,330,10638
2343,HRNC01,UGNJ3309,65391,UGNJ3309P,1514,65391,0,65391,430,330,2988
2344,HRNC01,UGNJ3309,65392,UGNJ3309Q,1514,65392,0,65392,430,330,2988
2345,HRNC01,UGNJ3321,65401,UGNJ3321P,1514,65401,0,65401,430,330,2988
2346,HRNC01,UGNJ3321,65402,UGNJ3321Q,1514,65402,0,65402,430,330,2988
2347,HRNC01,UGNJ3321,65403,UGNJ3321R,1514,65403,0,65403,430,330,2988
2348,HRNC01,UGNJ3321,65406,UGNJ3321O,1514,65406,0,65406,430,330,3013
2349,HRNC01,UGNJ1657,65441,UGNJ1657P,1514,65441,0,65441,430,330,2988
2350,HRNC01,UGNJ1657,65442,UGNJ1657Q,1514,65442,0,65442,430,330,2988
2351,HRNC01,UGNJ1657,65443,UGNJ1657R,1514,65443,0,65443,430,330,2988
2352,HRNC01,UGNJ1657,65446,UGNJ1657O,1514,65446,0,65446,430,330,3013
2353,HRNC01,UGNJ1843,65451,UGNJ1843P,1513,65451,0,65451,430,330,2988
2354,HRNC01,UGNJ1843,65452,UGNJ1843Q,1513,65452,0,65452,430,330,2988
2355,HRNC01,UGNJ1843,65453,UGNJ1843R,1513,65453,0,65453,430,330,2988
2356,HRNC01,UGNJ5979,65521,UGNJ5979P,1513,65521,0,65521,430,330,2988
2357,HRNC01,UGNJ5979,65522,UGNJ5979Q,1513,65522,0,65522,430,330,2988
2358,HRNC01,UGNJ5979,65523,UGNJ5979R,1513,65523,0,65523,430,330,2988
2359,HRNC01,UGNJ5979,65526,UGNJ5979O,1513,65526,0,65526,430,330,3013
2360,HRNC02,ULNK0045,451,ULNK0045A,1523,451,0,1,460,330,10588
2361,HRNC02,ULNK0045,452,ULNK0045B,1523,452,0,2,460,330,10588
2362,HRNC02,ULNK0045,453,ULNK0045C,1523,453,0,3,460,330,10588
2363,HRNC02,ULNK0045,454,ULNK0045D,1523,454,0,4,460,330,10563
2364,HRNC02,ULNK0045,455,ULNK0045E,1523,455,0,5,460,330,10563
2365,HRNC02,ULNK0045,456,ULNK0045F,1523,456,0,6,460,330,10563
2366,HRNC02,ULNK0049,491,ULNK0049A,1523,491,0,1,460,330,10588
2367,HRNC02,ULNK0049,492,ULNK0049B,1523,492,0,2,460,330,10588
2368,HRNC02,ULNK0049,493,ULNK0049C,1523,493,0,3,460,330,10588
2369,HRNC02,ULNK0049,494,ULNK0049D,1523,494,0,4,460,330,10563
2370,HRNC02,ULNK0049,495,ULNK0049E,1523,495,0,5,460,330,10563
2371,HRNC02,ULNK0049,496,ULNK0049F,1523,496,0,6,460,330,10563
2372,HRNC02,ULNK0051,511,ULNK0051P,1523,511,0,511,430,330,2988
2373,HRNC02,ULNK0051,512,ULNK0051Q,1523,512,0,512,430,330,2988
2374,HRNC02,ULNK0051,513,ULNK0051R,1523,513,0,513,430,330,2988
2375,HRNC02,ULNK0055,551,ULNK0055P,1523,551,0,551,430,330,2988
2376,HRNC02,ULNK0055,552,ULNK0055Q,1523,552,0,552,430,330,2988
2377,HRNC02,ULNK0055,553,ULNK0055R,1523,553,0,553,430,330,2988
2378,HRNC02,ULNK0061,611,ULNK0061P,1523,611,0,611,430,330,2988
2379,HRNC02,ULNK0061,612,ULNK0061Q,1523,612,0,612,430,330,2988
2380,HRNC02,ULNK0084,841,ULNK0084P,1523,841,0,841,430,330,2988
2381,HRNC02,ULNK0084,842,ULNK0084Q,1523,842,0,842,430,330,2988
2382,HRNC02,ULNK0084,843,ULNK0084R,1523,843,0,843,430,330,2988
2383,HRNC02,ULNK0096,961,ULNK0096P,1523,961,0,961,430,330,2988
2384,HRNC02,ULNK0096,962,ULNK0096Q,1523,962,0,962,430,330,2988
2385,HRNC02,ULNK0096,963,ULNK0096R,1523,963,0,963,430,330,2988
2386,HRNC02,ULNK0143,1431,ULNK0143P,1522,1431,0,1431,430,330,2988
2387,HRNC02,ULNK0143,1432,ULNK0143Q,1522,1432,0,1432,430,330,2988
2388,HRNC02,ULNK0143,1433,ULNK0143R,1522,1433,0,1433,430,330,2988
2389,HRNC02,ULNK0143,1434,ULNK0143M,1522,1434,0,1434,430,330,3013
2390,HRNC02,ULNK0143,1435,ULNK0143N,1522,1435,0,1435,430,330,3013
2391,HRNC02,ULNK0143,1436,ULNK0143O,1522,1436,0,1436,430,330,3013
2392,HRNC02,USVN3681,2211,USVN3681P,1522,2211,0,2211,430,330,2988
2393,HRNC02,USVN3681,2212,USVN3681Q,1522,2212,0,2212,430,330,2988
2394,HRNC02,USVN3681,2213,USVN3681R,1522,2213,0,2213,430,330,2988
2395,HRNC02,ULNK0227,2271,ULNK0227A,1522,2271,0,1,460,330,10588
2396,HRNC02,ULNK0227,2272,ULNK0227B,1522,2272,0,2,460,330,10588
2397,HRNC02,ULNK0227,2273,ULNK0227C,1522,2273,0,3,460,330,10588
2398,HRNC02,ULNK0227,2274,ULNK0227D,1522,2274,0,4,460,330,10563
2399,HRNC02,ULNK0227,2275,ULNK0227E,1522,2275,0,5,460,330,10563
2400,HRNC02,ULNK0227,2276,ULNK0227F,1522,2276,0,6,460,330,10563
2401,HRNC02,ULNK0268,2681,ULNK0268A,1523,2681,0,1,460,330,10588
2402,HRNC02,ULNK0268,2682,ULNK0268B,1523,2682,0,2,460,330,10588
2403,HRNC02,ULNK0268,2683,ULNK0268C,1523,2683,0,3,460,330,10588
2404,HRNC02,ULNK0268,2684,ULNK0268D,1523,2684,0,4,460,330,10563
2405,HRNC02,ULNK0268,2685,ULNK0268E,1523,2685,0,5,460,330,10563
2406,HRNC02,ULNK0268,2686,ULNK0268F,1523,2686,0,6,460,330,10563
2407,HRNC02,ULNK3137,2971,ULNK3137A,1522,2971,0,1,460,360,10588
2408,HRNC02,ULNK3137,2972,ULNK3137B,1522,2972,0,2,460,360,10588
2409,HRNC02,ULNK3137,2973,ULNK3137C,1522,2973,0,3,460,360,10588
2410,HRNC02,ULNK3137,2974,ULNK3137D,1522,2974,0,4,460,360,10563
2411,HRNC02,ULNK3137,2975,ULNK3137E,1522,2975,0,5,460,360,10563
2412,HRNC02,ULNK3137,2976,ULNK3137F,1522,2976,0,6,460,360,10563
2413,HRNC02,ULNK4433,3011,ULNK4433J,1523,3011,0,11,447,330,10638
2414,HRNC02,ULNK4433,3012,ULNK4433K,1523,3012,0,12,447,330,10638
2415,HRNC02,ULNK4433,3013,ULNK4433L,1523,3013,0,13,447,330,10638
2416,HRNC02,ULNK4545,3435,ULNK4545W,1523,3435,0,3435,460,330,10588
2417,HRNC02,ULNK4545,3436,ULNK4545X,1523,3436,0,3436,460,330,10563
2418,HRNC02,ULNK0389,3891,ULNK0389P,1523,3891,0,3891,430,330,2988
2419,HRNC02,ULNK0389,3892,ULNK0389Q,1523,3892,0,3892,430,330,2988
2420,HRNC02,ULNK0423,4231,ULNK0423P,1522,4231,0,4231,430,330,2988
2421,HRNC02,ULNK0423,4232,ULNK0423Q,1522,4232,0,4232,430,330,2988
2422,HRNC02,ULNK0423,4233,ULNK0423R,1522,4233,0,4233,430,330,2988
2423,HRNC02,ULNK0513,5131,ULNK0513P,1523,5131,0,5131,430,330,2988
2424,HRNC02,ULNK0513,5132,ULNK0513Q,1523,5132,0,5132,430,330,2988
2425,HRNC02,ULNK0513,5133,ULNK0513R,1523,5133,0,5133,430,330,2988
2426,HRNC02,ULNK0561,5611,ULNK0561P,1523,5611,0,5611,430,330,2988
2427,HRNC02,ULNK0561,5612,ULNK0561Q,1523,5612,0,5612,430,330,2988
2428,HRNC02,ULNK0561,5613,ULNK0561R,1523,5613,0,5613,430,330,2988
2429,HRNC02,ULNK0561,5614,ULNK0561M,1523,5614,0,5614,430,330,3013
2430,HRNC02,ULNK0561,5615,ULNK0561N,1523,5615,0,5615,430,330,3013
2431,HRNC02,ULNK0561,5616,ULNK0561O,1523,5616,0,5616,430,330,3013
2432,HRNC02,ULNK0569,5691,ULNK0569P,1523,5691,0,5691,447,330,2988
2433,HRNC02,ULNK0569,5692,ULNK0569Q,1523,5692,0,5692,447,330,2988
2434,HRNC02,ULNK0569,5693,ULNK0569R,1523,5693,0,5693,430,330,2988
2435,HRNC02,ULNK0569,5697,ULNK0569U,1523,5697,0,5697,430,330,2988
2436,HRNC02,ULNK4349,6101,ULNK4349J,1522,6101,0,11,447,330,10638
2437,HRNC02,ULNK3671,6311,ULNK3671J,1522,6311,0,11,460,330,10638
2438,HRNC02,ULNK0649,6491,ULNK0649A,1522,6491,0,1,460,330,10588
2439,HRNC02,ULNK0649,6492,ULNK0649B,1522,6492,0,2,460,330,10588
2440,HRNC02,ULNK0649,6493,ULNK0649C,1522,6493,0,3,460,330,10588
2441,HRNC02,ULNK0649,6494,ULNK0649D,1522,6494,0,4,460,330,10563
2442,HRNC02,ULNK0649,6495,ULNK0649E,1522,6495,0,5,460,330,10563
2443,HRNC02,ULNK0649,6496,ULNK0649F,1522,6496,0,6,460,330,10563
2444,HRNC02,ULNK0649,6497,ULNK0649G,1522,6497,0,7,460,330,10613
2445,HRNC02,ULNK0663,6631,ULNK0663A,1522,6631,0,1,460,360,10588
2446,HRNC02,ULNK0663,6632,ULNK0663B,1522,6632,0,2,447,330,10588
2447,HRNC02,ULNK0663,6633,ULNK0663C,1522,6633,0,3,460,360,10588
2448,HRNC02,ULNK0663,6634,ULNK0663D,1522,6634,0,4,460,360,10563
2449,HRNC02,ULNK0663,6635,ULNK0663E,1522,6635,0,5,447,330,10563
2450,HRNC02,ULNK0663,6636,ULNK0663F,1522,6636,0,6,460,360,10563
2451,HRNC02,ULNK0663,6638,ULNK0663H,1522,6638,0,8,447,330,10613
2452,HRNC02,ULNK0675,6751,ULNK0675A,1523,6751,0,1,460,330,10588
2453,HRNC02,ULNK0675,6752,ULNK0675B,1523,6752,0,2,460,330,10588
2454,HRNC02,ULNK0675,6753,ULNK0675C,1523,6753,0,3,460,330,10588
2455,HRNC02,ULNK0675,6754,ULNK0675D,1523,6754,0,4,460,330,10563
2456,HRNC02,ULNK0675,6755,ULNK0675E,1523,6755,0,5,460,330,10563
2457,HRNC02,ULNK0675,6756,ULNK0675F,1523,6756,0,6,460,330,10563
2458,HRNC02,ULNK0785,7851,ULNK0785A,1522,7851,0,1,447,330,10588
2459,HRNC02,ULNK0785,7852,ULNK0785B,1522,7852,0,2,460,330,10588
2460,HRNC02,ULNK0785,7853,ULNK0785C,1522,7853,0,3,460,330,10588
2461,HRNC02,ULNK0785,7854,ULNK0785D,1522,7854,0,4,447,330,10563
2462,HRNC02,ULNK0785,7855,ULNK0785E,1522,7855,0,5,460,330,10563
2463,HRNC02,ULNK0785,7856,ULNK0785F,1522,7856,0,6,460,330,10563
2464,HRNC02,ULNK0785,7857,ULNK0785G,1522,7857,0,7,447,330,10613
2465,HRNC02,ULNK0785,7861,ULNK0785P,1522,7861,0,7861,430,330,2988
