,BSCName,NODEBNAME,CELLID,CELLNAME,LAC,SAC,RAC,LOCELL,MAXTXPOWER,PCPICHPOWER,UARFCNDOWNLINK
1,HRNC03,USHK0015,151,USHK0015A,1532,151,0,1,460,330,10588
2,HRNC03,USHK0015,152,USHK0015B,1532,152,0,2,460,330,10588
3,HRNC03,USHK0015,153,USHK0015C,1532,153,0,3,460,330,10588
4,HRNC03,USHK0015,154,USHK0015D,1532,154,0,4,460,330,10563
5,HRNC03,USHK0015,155,USHK0015E,1532,155,0,5,460,330,10563
6,HRNC03,USHK0015,156,USHK0015F,1532,156,0,6,460,330,10563
7,HRNC03,USHK0035,351,USHK0035A,1532,351,0,1,460,330,10588
8,HRNC03,USHK0035,352,USHK0035B,1532,352,0,2,460,330,10588
9,HRNC03,USHK0035,353,USHK0035C,1532,353,0,3,460,330,10588
10,HRNC03,USHK0035,354,USHK0035D,1532,354,0,4,460,330,10563
11,HRNC03,USHK0035,355,USHK0035E,1532,355,0,5,460,330,10563
12,HRNC03,USHK0035,356,USHK0035F,1532,356,0,6,460,330,10563
13,HRNC03,USHK0043,431,USHK0043A,1532,431,0,1,460,330,10588
14,HRNC03,USHK0043,432,USHK0043B,1532,432,0,2,460,330,10588
15,HRNC03,USHK0043,433,USHK0043C,1532,433,0,3,460,330,10588
16,HRNC03,USHK0043,434,USHK0043D,1532,434,0,4,460,330,10563
17,HRNC03,USHK0043,435,USHK0043E,1532,435,0,5,460,330,10563
18,HRNC03,USHK0043,436,USHK0043F,1532,436,0,6,460,330,10563
19,HRNC03,USHK0053,531,USHK0053A,1532,531,0,1,430,330,10588
20,HRNC03,USHK0053,532,USHK0053B,1532,532,0,2,430,330,10588
21,HRNC03,USHK0053,533,USHK0053C,1532,533,0,3,430,330,10588
22,HRNC03,USHK0053,534,USHK0053D,1532,534,0,4,430,330,10563
23,HRNC03,USHK0053,535,USHK0053E,1532,535,0,5,430,330,10563
24,HRNC03,USHK0053,536,USHK0053F,1532,536,0,6,430,330,10563
25,HRNC03,USHK0053,537,USHK0053G,1532,537,0,7,430,330,10613
26,HRNC03,USHK0053,538,USHK0053H,1532,538,0,8,430,330,10613
27,HRNC03,USHK0057,571,USHK0057A,1532,571,0,1,447,330,10588
28,HRNC03,USHK0057,572,USHK0057B,1532,572,0,2,447,330,10588
29,HRNC03,USHK0057,573,USHK0057C,1532,573,0,3,447,330,10588
30,HRNC03,USHK0057,574,USHK0057D,1532,574,0,4,447,330,10563
31,HRNC03,USHK0057,575,USHK0057E,1532,575,0,5,447,330,10563
32,HRNC03,USHK0057,576,USHK0057F,1532,576,0,6,447,330,10563
33,HRNC03,USHK0057,577,USHK0057G,1532,577,0,7,447,330,10613
34,HRNC03,USHK0057,578,USHK0057H,1532,578,0,8,447,330,10613
35,HRNC03,USHK0057,579,USHK0057I,1532,579,0,9,447,330,10613
36,HRNC03,USHK0063,631,USHK0063A,1532,631,0,1,460,330,10588
37,HRNC03,USHK0063,632,USHK0063B,1532,632,0,2,460,360,10588
38,HRNC03,USHK0063,633,USHK0063C,1532,633,0,3,460,330,10588
39,HRNC03,USHK0063,634,USHK0063D,1532,634,0,4,460,330,10563
40,HRNC03,USHK0063,635,USHK0063E,1532,635,0,5,460,360,10563
41,HRNC03,USHK0063,636,USHK0063F,1532,636,0,6,460,330,10563
42,HRNC03,USHK2005,651,USHK2005J,1532,651,0,11,447,330,10638
43,HRNC03,USHK2005,652,USHK2005K,1532,652,0,12,447,330,10638
44,HRNC03,USHK2005,653,USHK2005L,1532,653,0,13,447,330,10638
45,HRNC03,USHK0085,851,USHK0085A,1532,851,0,1,430,330,10588
46,HRNC03,USHK0085,852,USHK0085B,1532,852,0,2,430,330,10588
47,HRNC03,USHK0085,853,USHK0085C,1532,853,0,3,430,330,10588
48,HRNC03,USHK0085,854,USHK0085D,1532,854,0,4,430,330,10563
49,HRNC03,USHK0085,855,USHK0085E,1532,855,0,5,430,330,10563
50,HRNC03,USHK0085,856,USHK0085F,1532,856,0,6,430,330,10563
51,HRNC03,USHK0085,857,USHK0085G,1532,857,0,7,430,330,10613
52,HRNC03,USHK0085,858,USHK0085H,1532,858,0,8,430,330,10613
53,HRNC03,USHK0085,859,USHK0085I,1532,859,0,9,430,330,10613
54,HRNC03,USHK0109,1091,USHK0109A,1532,1091,0,1,460,330,10588
55,HRNC03,USHK0109,1092,USHK0109B,1532,1092,0,2,430,330,10588
56,HRNC03,USHK0109,1093,USHK0109C,1532,1093,0,3,460,330,10588
57,HRNC03,USHK0109,1094,USHK0109D,1532,1094,0,4,460,330,10563
58,HRNC03,USHK0109,1095,USHK0109E,1532,1095,0,5,430,330,10563
59,HRNC03,USHK0109,1096,USHK0109F,1532,1096,0,6,460,330,10563
60,HRNC03,USHK0109,1098,USHK0109H,1532,1098,0,8,430,330,10613
61,HRNC03,USHK0115,1151,USHK0115A,1532,1151,0,1,447,330,10588
62,HRNC03,USHK0115,1152,USHK0115B,1532,1152,0,2,460,330,10588
63,HRNC03,USHK0115,1153,USHK0115C,1532,1153,0,3,447,330,10588
64,HRNC03,USHK0115,1154,USHK0115D,1532,1154,0,4,447,330,10563
65,HRNC03,USHK0115,1155,USHK0115E,1532,1155,0,5,460,330,10563
66,HRNC03,USHK0115,1156,USHK0115F,1532,1156,0,6,447,330,10563
67,HRNC03,USHK0115,1157,USHK0115G,1532,1157,0,7,447,330,10613
68,HRNC03,USHK0115,1158,USHK0115H,1532,1158,0,8,460,330,10613
69,HRNC03,USHK0115,1159,USHK0115I,1532,1159,0,9,447,330,10613
70,HRNC03,USHK0161,1611,USHK0161P,1532,1611,0,1611,430,330,2988
71,HRNC03,USHK0161,1612,USHK0161Q,1532,1612,0,1612,430,330,2988
72,HRNC03,USHK0161,1613,USHK0161R,1532,1613,0,1613,430,330,2988
73,HRNC03,USHK0163,1631,USHK0163A,1532,1631,0,1,460,330,10588
74,HRNC03,USHK0163,1632,USHK0163B,1532,1632,0,2,460,330,10588
75,HRNC03,USHK0163,1634,USHK0163D,1532,1634,0,4,460,330,10563
76,HRNC03,USHK0163,1635,USHK0163E,1532,1635,0,5,460,330,10563
77,HRNC03,USHK0171,1711,USHK0171A,1532,1711,0,1,460,330,10588
78,HRNC03,USHK0171,1712,USHK0171B,1532,1712,0,2,460,330,10588
79,HRNC03,USHK0171,1713,USHK0171C,1532,1713,0,3,460,330,10588
80,HRNC03,USHK0171,1714,USHK0171D,1532,1714,0,4,460,330,10563
81,HRNC03,USHK0171,1715,USHK0171E,1532,1715,0,5,460,330,10563
82,HRNC03,USHK0171,1716,USHK0171F,1532,1716,0,6,460,330,10563
83,HRNC03,USHK0195,1951,USHK0195A,1532,1951,0,1,460,330,10588
84,HRNC03,USHK0195,1952,USHK0195B,1532,1952,0,2,460,330,10588
85,HRNC03,USHK0195,1953,USHK0195C,1532,1953,0,3,460,330,10588
86,HRNC03,USHK0195,1954,USHK0195D,1532,1954,0,4,460,330,10563
87,HRNC03,USHK0195,1955,USHK0195E,1532,1955,0,5,460,330,10563
88,HRNC03,USHK0195,1956,USHK0195F,1532,1956,0,6,460,330,10563
89,HRNC03,USHK4838,2691,USHK4838J,1532,2691,0,11,447,330,10638
90,HRNC03,USHK4838,2692,USHK4838K,1532,2692,0,12,460,330,10638
91,HRNC03,USHK4838,2693,USHK4838L,1532,2693,0,13,460,330,10638
92,HRNC03,USHK0273,2731,USHK0273A,1532,2731,0,1,460,360,10588
93,HRNC03,USHK0273,2732,USHK0273B,1532,2732,0,2,447,330,10588
94,HRNC03,USHK0273,2733,USHK0273C,1532,2733,0,3,430,330,10588
95,HRNC03,USHK0273,2734,USHK0273D,1532,2734,0,4,460,360,10563
96,HRNC03,USHK0273,2735,USHK0273E,1532,2735,0,5,447,330,10563
97,HRNC03,USHK0273,2736,USHK0273F,1532,2736,0,6,430,330,10563
98,HRNC03,USHK0273,2738,USHK0273H,1532,2738,0,8,447,330,10613
99,HRNC03,USHK0273,2739,USHK0273I,1532,2739,0,9,430,330,10613
100,HRNC03,USHK0274,2741,USHK0274P,1531,2741,0,2741,460,330,2988
101,HRNC03,USHK0274,2742,USHK0274Q,1531,2742,0,2742,460,330,2988
102,HRNC03,USHK0274,2743,USHK0274R,1531,2743,0,2743,460,330,2988
103,HRNC03,USHK0274,2744,USHK0274M,1531,2744,0,2744,460,330,3013
104,HRNC03,USHK0274,2745,USHK0274N,1531,2745,0,2745,460,330,3013
105,HRNC03,USHK0274,2746,USHK0274O,1531,2746,0,2746,460,330,3013
106,HRNC03,UTSH0301,3017,UTSH0301H,1530,3017,0,7,430,330,10763
107,HRNC03,UTSH0301,3018,UTSH0301B,1530,3018,0,2,430,330,10563
108,HRNC03,UTSH0301,3019,UTSH0301E,1530,3019,0,5,430,330,10713
109,HRNC03,USHK0387,3871,USHK0387P,1532,3871,0,3871,430,330,2988
110,HRNC03,USHK0387,3872,USHK0387Q,1532,3872,0,3872,430,330,2988
111,HRNC03,USHK0519,4192,USHK0519K,1532,4192,0,12,447,330,10638
112,HRNC03,USHK0519,5191,USHK0519A,1532,5191,0,1,430,330,10588
113,HRNC03,USHK0519,5192,USHK0519B,1532,5192,0,2,447,330,10588
114,HRNC03,USHK0519,5193,USHK0519C,1532,5193,0,3,430,330,10588
115,HRNC03,USHK0519,5194,USHK0519D,1532,5194,0,4,430,330,10563
116,HRNC03,USHK0519,5195,USHK0519E,1532,5195,0,5,447,330,10563
117,HRNC03,USHK0519,5196,USHK0519F,1532,5196,0,6,430,330,10563
118,HRNC03,USHK0519,5198,USHK0519H,1532,5198,0,8,447,330,10613
119,HRNC03,USHK0519,5199,USHK0519I,1532,5199,0,9,430,330,10613
120,HRNC03,USHK0648,6481,USHK0648A,1532,6481,0,1,460,330,10588
121,HRNC03,USHK0648,6482,USHK0648B,1532,6482,0,2,460,330,10588
122,HRNC03,USHK0648,6483,USHK0648C,1532,6483,0,3,460,330,10588
123,HRNC03,USHK0648,6484,USHK0648D,1532,6484,0,4,460,330,10563
124,HRNC03,USHK0648,6485,USHK0648E,1532,6485,0,5,460,330,10563
125,HRNC03,USHK0648,6486,USHK0648F,1532,6486,0,6,460,330,10563
126,HRNC03,USHK0679,6791,USHK0679A,1532,6791,0,1,430,330,10588
127,HRNC03,USHK0679,6792,USHK0679B,1532,6792,0,2,430,330,10588
128,HRNC03,USHK0679,6794,USHK0679D,1532,6794,0,4,430,330,10563
129,HRNC03,USHK0679,6795,USHK0679E,1532,6795,0,5,430,330,10563
130,HRNC03,USHK0679,6797,USHK0679G,1532,6797,0,7,430,330,10613
131,HRNC03,USHK2019,7691,USHK2019J,1532,7691,0,11,447,330,10638
132,HRNC03,USHK2019,7692,USHK2019K,1532,7692,0,12,447,330,10638
133,HRNC03,USHK0821,8211,USHK0821A,1532,8211,0,1,430,330,10588
134,HRNC03,USHK0821,8212,USHK0821B,1532,8212,0,2,430,330,10588
135,HRNC03,USHK0821,8213,USHK0821C,1532,8213,0,3,430,330,10588
136,HRNC03,USHK0821,8214,USHK0821D,1532,8214,0,4,430,330,10563
137,HRNC03,USHK0821,8215,USHK0821E,1532,8215,0,5,430,330,10563
138,HRNC03,USHK0821,8216,USHK0821F,1532,8216,0,6,430,330,10563
139,HRNC03,USHK0821,8219,USHK0821I,1532,8219,0,9,430,330,10613
140,HRNC03,USHK0826,8261,USHK0826A,1532,8261,0,1,460,330,10588
141,HRNC03,USHK0826,8262,USHK0826B,1532,8262,0,2,460,330,10588
142,HRNC03,USHK0826,8263,USHK0826C,1532,8263,0,3,460,330,10588
143,HRNC03,USHK0826,8264,USHK0826D,1532,8264,0,4,460,330,10563
144,HRNC03,USHK0826,8265,USHK0826E,1532,8265,0,5,460,330,10563
145,HRNC03,USHK0826,8266,USHK0826F,1532,8266,0,6,460,330,10563
146,HRNC03,USHK1010,10101,USHK1010P,1532,10101,0,10101,460,330,2988
147,HRNC03,USHK1010,10102,USHK1010Q,1532,10102,0,10102,460,330,2988
148,HRNC03,USHK1010,10103,USHK1010R,1532,10103,0,10103,460,330,2988
149,HRNC03,USHK0115,11981,USHK0115J,1532,11981,0,11,447,330,10638
150,HRNC03,USHK0115,11982,USHK0115K,1532,11982,0,12,460,330,10638
151,HRNC03,USHK0115,11983,USHK0115L,1532,11983,0,13,447,330,10638
152,HRNC03,USHK1229,12291,USHK1229A,1532,12291,0,1,460,330,10588
153,HRNC03,USHK1229,12292,USHK1229B,1532,12292,0,2,460,330,10588
154,HRNC03,USHK1229,12293,USHK1229C,1532,12293,0,3,460,330,10588
155,HRNC03,USHK1229,12294,USHK1229D,1532,12294,0,4,460,330,10563
156,HRNC03,USHK1229,12295,USHK1229E,1532,12295,0,5,460,330,10563
157,HRNC03,USHK1229,12296,USHK1229F,1532,12296,0,6,460,330,10563
158,HRNC03,USHK1235,12351,USHK1235A,1532,12351,0,1,447,330,10588
159,HRNC03,USHK1235,12352,USHK1235B,1532,12352,0,2,447,330,10588
160,HRNC03,USHK1235,12353,USHK1235C,1532,12353,0,3,460,330,10588
161,HRNC03,USHK1235,12354,USHK1235D,1532,12354,0,4,447,330,10563
162,HRNC03,USHK1235,12355,USHK1235E,1532,12355,0,5,447,330,10563
163,HRNC03,USHK1235,12356,USHK1235F,1532,12356,0,6,460,330,10563
164,HRNC03,USHK1235,12357,USHK1235G,1532,12357,0,7,447,330,10613
165,HRNC03,USHK1235,12358,USHK1235H,1532,12358,0,8,447,330,10613
166,HRNC03,USHK1237,12371,USHK1237P,1532,12371,0,12371,430,330,2988
167,HRNC03,USHK1237,12372,USHK1237Q,1532,12372,0,12372,430,330,2988
168,HRNC03,USHK1237,12373,USHK1237R,1532,12373,0,12373,430,330,2988
169,HRNC03,USHK1237,12376,USHK1237O,1532,12376,0,12376,430,330,3013
170,HRNC03,USHK1239,12391,USHK1239A,1532,12391,0,1,447,330,10588
171,HRNC03,USHK1239,12392,USHK1239B,1532,12392,0,2,460,330,10588
172,HRNC03,USHK1239,12393,USHK1239C,1532,12393,0,3,447,330,10588
173,HRNC03,USHK1239,12394,USHK1239D,1532,12394,0,4,447,330,10563
174,HRNC03,USHK1239,12395,USHK1239E,1532,12395,0,5,460,330,10563
175,HRNC03,USHK1239,12396,USHK1239F,1532,12396,0,6,447,330,10563
176,HRNC03,USHK1239,12397,USHK1239G,1532,12397,0,7,447,330,10613
177,HRNC03,USHK1239,12398,USHK1239H,1532,12398,0,8,460,330,10613
178,HRNC03,USHK1239,12399,USHK1239I,1532,12399,0,9,447,330,10613
179,HRNC03,USHK1239,12401,USHK1239J,1532,12401,0,11,447,330,10638
180,HRNC03,USHK1239,12402,USHK1239K,1532,12402,0,12,460,330,10638
181,HRNC03,USHK1239,12403,USHK1239L,1532,12403,0,13,447,330,10638
182,HRNC03,USHK1439,14391,USHK1439A,1531,14391,0,1,460,330,10588
183,HRNC03,USHK1439,14392,USHK1439B,1531,14392,0,2,460,330,10588
184,HRNC03,USHK1439,14393,USHK1439C,1531,14393,0,3,460,330,10588
185,HRNC03,USHK1439,14394,USHK1439D,1531,14394,0,4,460,330,10563
186,HRNC03,USHK1439,14395,USHK1439E,1531,14395,0,5,460,330,10563
187,HRNC03,USHK1439,14396,USHK1439F,1531,14396,0,6,460,330,10563
188,HRNC03,USHK2053,16101,USHK2053P,1532,16101,0,16101,430,330,2988
189,HRNC03,USHK2053,16102,USHK2053Q,1532,16102,0,16102,430,330,2988
190,HRNC03,USHK2053,16103,USHK2053R,1532,16103,0,16103,430,330,2988
191,HRNC03,USHK0057,16241,USHK0057J,1532,16241,0,11,447,330,10638
192,HRNC03,USHK0057,16243,USHK0057L,1532,16243,0,13,447,330,10638
193,HRNC03,USHK1639,16391,USHK1639P,1531,16391,0,16391,430,330,2988
194,HRNC03,USHK1639,16392,USHK1639Q,1531,16392,0,16392,430,330,2988
195,HRNC03,USHK1639,16393,USHK1639R,1531,16393,0,16393,430,330,2988
196,HRNC03,USHK1639,16394,USHK1639M,1531,16394,0,16394,430,330,3013
197,HRNC03,USHK1639,16395,USHK1639N,1531,16395,0,16395,430,330,3013
198,HRNC03,USHK1639,16396,USHK1639O,1531,16396,0,16396,430,330,3013
199,HRNC03,USHK1825,18251,USHK1825P,1532,18251,0,18251,430,330,2988
200,HRNC03,USHK1825,18252,USHK1825Q,1532,18252,0,18252,430,330,2988
201,HRNC03,USHK1825,18253,USHK1825R,1532,18253,0,18253,430,330,2988
202,HRNC03,USHK1825,18254,USHK1825M,1532,18254,0,18254,430,330,3013
203,HRNC03,USHK1825,18255,USHK1825N,1532,18255,0,18255,430,330,3013
204,HRNC03,USHK1825,18256,USHK1825O,1532,18256,0,18256,430,330,3013
205,HRNC03,USHK2003,20031,USHK2003A,1532,20031,0,1,430,330,10588
206,HRNC03,USHK2003,20032,USHK2003B,1532,20032,0,2,447,330,10588
207,HRNC03,USHK2003,20033,USHK2003C,1532,20033,0,3,447,330,10588
208,HRNC03,USHK2003,20034,USHK2003D,1532,20034,0,4,430,330,10563
209,HRNC03,USHK2003,20035,USHK2003E,1532,20035,0,5,447,330,10563
210,HRNC03,USHK2003,20036,USHK2003F,1532,20036,0,6,447,330,10563
211,HRNC03,USHK2003,20038,USHK2003H,1532,20038,0,8,447,330,10613
212,HRNC03,USHK2003,20039,USHK2003I,1532,20039,0,9,447,330,10613
213,HRNC03,USHK2005,20051,USHK2005A,1532,20051,0,1,447,330,10588
214,HRNC03,USHK2005,20052,USHK2005B,1532,20052,0,2,447,330,10588
215,HRNC03,USHK2005,20053,USHK2005C,1532,20053,0,3,447,330,10588
216,HRNC03,USHK2005,20054,USHK2005D,1532,20054,0,4,447,330,10563
217,HRNC03,USHK2005,20055,USHK2005E,1532,20055,0,5,447,330,10563
218,HRNC03,USHK2005,20056,USHK2005F,1532,20056,0,6,447,330,10563
219,HRNC03,USHK2005,20057,USHK2005G,1532,20057,0,7,447,330,10613
220,HRNC03,USHK2005,20058,USHK2005H,1532,20058,0,8,447,330,10613
221,HRNC03,USHK2005,20059,USHK2005I,1532,20059,0,9,447,330,10613
222,HRNC03,USHK2009,20091,USHK2009A,1532,20091,0,1,460,330,10588
223,HRNC03,USHK2009,20092,USHK2009B,1532,20092,0,2,460,330,10588
224,HRNC03,USHK2009,20093,USHK2009C,1532,20093,0,3,460,330,10588
225,HRNC03,USHK2009,20094,USHK2009D,1532,20094,0,4,460,330,10563
226,HRNC03,USHK2009,20095,USHK2009E,1532,20095,0,5,460,330,10563
227,HRNC03,USHK2009,20096,USHK2009F,1532,20096,0,6,460,330,10563
228,HRNC03,USHK2009,20101,USHK2009P,1532,20101,0,20101,430,330,2988
229,HRNC03,USHK2009,20102,USHK2009Q,1532,20102,0,20102,430,330,2988
230,HRNC03,USHK2009,20103,USHK2009R,1532,20103,0,20103,430,330,2988
231,HRNC03,USHK2009,20104,USHK2009M,1532,20104,0,20104,430,330,3013
232,HRNC03,USHK2019,20191,USHK2019A,1532,20191,0,1,447,330,10588
233,HRNC03,USHK2019,20192,USHK2019B,1532,20192,0,2,447,330,10588
234,HRNC03,USHK2019,20193,USHK2019C,1532,20193,0,3,447,330,10588
235,HRNC03,USHK2019,20194,USHK2019D,1532,20194,0,4,447,330,10563
236,HRNC03,USHK2019,20195,USHK2019E,1532,20195,0,5,447,330,10563
237,HRNC03,USHK2019,20196,USHK2019F,1532,20196,0,6,447,330,10563
238,HRNC03,USHK2019,20197,USHK2019G,1532,20197,0,7,447,330,10613
239,HRNC03,USHK2019,20198,USHK2019H,1532,20198,0,8,447,330,10613
240,HRNC03,USHK2019,20199,USHK2019I,1532,20199,0,9,447,330,10613
241,HRNC03,USHK2027,20271,USHK2027P,1532,20271,0,20271,430,330,2988
242,HRNC03,USHK2027,20272,USHK2027Q,1532,20272,0,20272,430,330,2988
243,HRNC03,USHK2027,20273,USHK2027R,1532,20273,0,20273,430,330,2988
244,HRNC03,USHK2027,20274,USHK2027M,1532,20274,0,20274,430,330,3013
245,HRNC03,USHK2027,20275,USHK2027N,1532,20275,0,20275,430,330,3013
246,HRNC03,USHK2027,20276,USHK2027O,1532,20276,0,20276,430,330,3013
247,HRNC03,USHK2041,20411,USHK2041A,1532,20411,0,1,460,330,10588
248,HRNC03,USHK2041,20412,USHK2041B,1532,20412,0,2,460,330,10588
249,HRNC03,USHK2041,20413,USHK2041C,1532,20413,0,3,460,330,10588
250,HRNC03,USHK2041,20414,USHK2041D,1532,20414,0,4,460,330,10563
251,HRNC03,USHK2041,20415,USHK2041E,1532,20415,0,5,460,330,10563
252,HRNC03,USHK2041,20416,USHK2041F,1532,20416,0,6,460,330,10563
253,HRNC03,USHK2045,20451,USHK2045A,1532,20451,0,1,460,330,10588
254,HRNC03,USHK2045,20452,USHK2045B,1532,20452,0,2,430,330,10588
255,HRNC03,USHK2045,20454,USHK2045D,1532,20454,0,4,460,330,10563
256,HRNC03,USHK2045,20455,USHK2045E,1532,20455,0,5,430,330,10563
257,HRNC03,USHK2045,20458,USHK2045H,1532,20458,0,8,430,330,10613
258,HRNC03,USHK2053,20531,USHK2053A,1532,20531,0,1,460,330,10588
259,HRNC03,USHK2053,20532,USHK2053B,1532,20532,0,2,460,330,10588
260,HRNC03,USHK2053,20533,USHK2053C,1532,20533,0,3,460,330,10588
261,HRNC03,USHK2053,20534,USHK2053D,1532,20534,0,4,460,330,10563
262,HRNC03,USHK2053,20535,USHK2053E,1532,20535,0,5,460,330,10563
263,HRNC03,USHK2053,20536,USHK2053F,1532,20536,0,6,460,330,10563
264,HRNC03,USHK2057,20571,USHK2057A,1532,20571,0,1,460,330,10588
265,HRNC03,USHK2057,20572,USHK2057B,1532,20572,0,2,460,330,10588
266,HRNC03,USHK2057,20573,USHK2057C,1532,20573,0,3,460,330,10588
267,HRNC03,USHK2057,20574,USHK2057D,1532,20574,0,4,460,330,10563
268,HRNC03,USHK2057,20575,USHK2057E,1532,20575,0,5,460,330,10563
269,HRNC03,USHK2057,20576,USHK2057F,1532,20576,0,6,460,330,10563
270,HRNC03,USHK2063,20631,USHK2063A,1532,20631,0,1,430,330,10588
271,HRNC03,USHK2063,20632,USHK2063B,1532,20632,0,2,447,330,10588
272,HRNC03,USHK2063,20633,USHK2063C,1532,20633,0,3,430,330,10588
273,HRNC03,USHK2063,20634,USHK2063D,1532,20634,0,4,430,330,10563
274,HRNC03,USHK2063,20635,USHK2063E,1532,20635,0,5,447,330,10563
275,HRNC03,USHK2063,20636,USHK2063F,1532,20636,0,6,430,330,10563
276,HRNC03,USHK2063,20637,USHK2063G,1532,20637,0,7,430,330,10613
277,HRNC03,USHK2063,20638,USHK2063H,1532,20638,0,8,447,330,10613
278,HRNC03,USHK2063,20639,USHK2063I,1532,20639,0,9,430,330,10613
279,HRNC03,USHK2069,20691,USHK2069A,1532,20691,0,1,460,330,10588
280,HRNC03,USHK2069,20692,USHK2069B,1532,20692,0,2,447,330,10588
281,HRNC03,USHK2069,20693,USHK2069C,1532,20693,0,3,460,330,10588
282,HRNC03,USHK2069,20694,USHK2069D,1532,20694,0,4,460,330,10563
283,HRNC03,USHK2069,20695,USHK2069E,1532,20695,0,5,447,330,10563
284,HRNC03,USHK2069,20696,USHK2069F,1532,20696,0,6,460,330,10563
285,HRNC03,USHK2069,20698,USHK2069H,1532,20698,0,8,447,330,10613
286,HRNC03,USHK2079,20791,USHK2079A,1531,20791,0,1,460,330,10588
287,HRNC03,USHK2079,20792,USHK2079B,1531,20792,0,2,447,330,10588
288,HRNC03,USHK2079,20793,USHK2079C,1531,20793,0,3,447,330,10588
289,HRNC03,USHK2079,20794,USHK2079D,1531,20794,0,4,460,330,10563
290,HRNC03,USHK2079,20795,USHK2079E,1531,20795,0,5,447,330,10563
291,HRNC03,USHK2079,20796,USHK2079F,1531,20796,0,6,447,330,10563
292,HRNC03,USHK2079,20798,USHK2079H,1531,20798,0,8,447,330,10613
293,HRNC03,USHK2079,20799,USHK2079I,1531,20799,0,9,447,330,10613
294,HRNC03,USHK2081,20811,USHK2081A,1532,20811,0,1,447,330,10588
295,HRNC03,USHK2081,20812,USHK2081B,1532,20812,0,2,447,330,10588
296,HRNC03,USHK2081,20813,USHK2081C,1532,20813,0,3,447,330,10588
297,HRNC03,USHK2081,20814,USHK2081D,1532,20814,0,4,447,330,10563
298,HRNC03,USHK2081,20815,USHK2081E,1532,20815,0,5,447,330,10563
299,HRNC03,USHK2081,20816,USHK2081F,1532,20816,0,6,447,330,10563
300,HRNC03,USHK2081,20817,USHK2081G,1532,20817,0,7,447,330,10613
301,HRNC03,USHK2081,20818,USHK2081H,1532,20818,0,8,447,330,10613
302,HRNC03,USHK2081,20819,USHK2081I,1532,20819,0,9,447,330,10613
303,HRNC03,USHK2081,20822,USHK2081K,1532,20822,0,12,447,330,10638
304,HRNC03,USHK2085,20851,USHK2085A,1532,20851,0,1,447,330,10588
305,HRNC03,USHK2085,20852,USHK2085B,1532,20852,0,2,447,330,10588
306,HRNC03,USHK2085,20853,USHK2085C,1532,20853,0,3,447,330,10588
307,HRNC03,USHK2085,20854,USHK2085D,1532,20854,0,4,447,330,10563
308,HRNC03,USHK2085,20855,USHK2085E,1532,20855,0,5,447,330,10563
309,HRNC03,USHK2085,20856,USHK2085F,1532,20856,0,6,447,330,10563
310,HRNC03,USHK2085,20857,USHK2085G,1532,20857,0,7,447,330,10613
311,HRNC03,USHK2085,20858,USHK2085H,1532,20858,0,8,447,330,10613
312,HRNC03,USHK2085,20859,USHK2085I,1532,20859,0,9,447,330,10613
313,HRNC03,USHK2085,20861,USHK2085J,1532,20861,0,11,447,330,10638
314,HRNC03,USHK2085,20862,USHK2085K,1532,20862,0,12,447,330,10638
315,HRNC03,USHK2085,20863,USHK2085L,1532,20863,0,13,447,330,10638
316,HRNC03,USHK2086,20864,USHK2086A,1532,20864,0,4,430,330,10588
317,HRNC03,USHK2086,20865,USHK2086D,1532,20865,0,5,430,330,10563
318,HRNC03,USHK2086,20866,USHK2086G,1532,20866,0,6,430,330,10613
319,HRNC03,USHK2087,20871,USHK2087P,1532,20871,0,20871,430,330,2988
320,HRNC03,USHK2087,20872,USHK2087Q,1532,20872,0,20872,430,330,2988
321,HRNC03,USHK2087,20874,USHK2087M,1532,20874,0,20874,430,330,3013
322,HRNC03,USHK2087,20875,USHK2087N,1532,20875,0,20875,430,330,3013
323,HRNC03,USHK2097,20971,USHK2097A,1532,20971,0,1,430,330,10588
324,HRNC03,USHK2097,20972,USHK2097B,1532,20972,0,2,430,330,10588
325,HRNC03,USHK2097,20973,USHK2097C,1532,20973,0,3,430,330,10588
326,HRNC03,USHK2097,20974,USHK2097D,1532,20974,0,4,430,330,10563
327,HRNC03,USHK2097,20975,USHK2097E,1532,20975,0,5,430,330,10563
328,HRNC03,USHK2097,20976,USHK2097F,1532,20976,0,6,430,330,10563
329,HRNC03,USHK2105,21051,USHK2105P,1532,21051,0,21051,430,330,2988
330,HRNC03,USHK2105,21052,USHK2105Q,1532,21052,0,21052,430,330,2988
331,HRNC03,USHK2105,21053,USHK2105R,1532,21053,0,21053,430,330,2988
332,HRNC03,USHK2105,21054,USHK2105M,1532,21054,0,21054,430,330,3013
333,HRNC03,USHK2105,21055,USHK2105N,1532,21055,0,21055,430,330,3013
334,HRNC03,USHK2105,21056,USHK2105O,1532,21056,0,21056,430,330,3013
335,HRNC03,USHK2115,21151,USHK2115P,1532,21151,0,21151,430,330,2988
336,HRNC03,USHK2115,21152,USHK2115Q,1532,21152,0,21152,430,330,2988
337,HRNC03,USHK2115,21153,USHK2115R,1532,21153,0,21153,430,330,2988
338,HRNC03,USHK2121,21211,USHK2121A,1532,21211,0,1,430,330,10588
339,HRNC03,USHK2121,21212,USHK2121B,1532,21212,0,2,430,330,10588
340,HRNC03,USHK2121,21214,USHK2121D,1532,21214,0,4,430,330,10563
