,0
1440,LBBK5597I
1441,LBBK5617
1442,LBBK5621
1443,LBBK5623
1444,LBBK5625O
1445,LBBK5653O
1446,LBBK5662I
1447,LBBK5671I
1448,LBBK5673I
1449,LBBK5675O
1450,LBBK5677O
1451,LBBK5679O
1452,LBBK5681O
1453,LBBK5683O
1454,LBBK5685O
1455,LBBK5687O
1456,LBBK5689O
1457,LBBK5691O
1458,LBBK5693O
1459,LBBK5695O
1460,LBBK5697O
1461,LBBK5699O
1462,LBBK5709O
1463,LBBK5729O
1464,LBBK5746O
1465,LBBK5751O
1466,LBBK5752O
1467,LBBK5761O
1468,LBBK5763O
1469,LBBK5765O
1470,LBBK5767O
1471,LBBK5769O
1472,LBBK5771O
1473,LBBK5773O
1474,LBBK5779O
1475,LBBK5781O
1476,LBBK5783O
1477,LBBK5787O
1478,LBBK5789O
1479,LBBK5793O
1480,LBBK5795O
1481,LBBK5797O
1482,LBBK5807O
1483,LBBK5809O
1484,LBBK5811O
1485,LBBK5813O
1486,LBBK5815O
1487,LBBK5817O
1488,LBBK5819O
1489,LBBK5821O
1490,LBBK5823O
1491,LBBK5825O
1492,LBBK5831O
1493,LBBK5833O
1494,LBBK5835O
1495,LBBK5837O
1496,LBBK5839O
1497,LBBK5841O
1498,LBBK5843O
1499,LBBK5845O
1500,LBBK5847O
1501,LBBK5849O
1502,LBBK5851O
1503,LBBK5853O
1504,LBBK5855O
1505,LBBK5857O
1506,LBBK5859O
1507,LBBK5861O
1508,LBBK5863O
1509,LBBK5865O
1510,LBBK5867O
1511,LBBK5869O
1512,LBBK5871O
1513,LBBK5873O
1514,LBBK5875O
1515,LBBK5877O
1516,LBBK5879O
1517,LBBK5883O
1518,LBBK5885O
1519,LBBK5887O
1520,LBBK5889O
1521,LBBK5891O
1522,LBBK5893O
1523,LBBK5895O
1524,LBBK5897O
1525,LBBK5899O
1526,LBBK5911O
1527,LBBK5917O
1528,LBBK5926O
1529,LBBK5939
1530,LBBK5942O
1531,LBBK5948
1532,LBBK5949O
1533,LBBK5950O
1534,LBBK5955O
1535,LBBK5956O
1536,LBBK5957
1537,LBBK5959O
1538,LBBK5961O
1539,LBBK5963I
1540,LBBK5965O
1541,LBBK5978O
1542,LBBK5981O
1543,LBBK5985O
1544,LBBK5987O
1545,LBBK6007I
1546,LBBK6009O
1547,LBBK6012O
1548,LBBK6016O
1549,LBBK6022O
1550,LBBK6051I
1551,LBBK6056O
1552,LBBK6062O
1553,LBBK6063
1554,LBBK6065I
1555,LBBK6069O
1556,LBBK6070
1557,LBBK6074O
1558,LBBK6082O
1559,LBBK6100O
1560,LBBK6103O
1561,LBBK6105I
1562,LBBK6109O
1563,LBBK6110
1564,LBBK6111I
1565,LBBK6115O
1566,LBBK6125O
1567,LBBK6130O
1568,LBBK6133
1569,LBBK6135
1570,LBBK6139I
1571,LBBK6140
1572,LBBK6143I
1573,LBBK6150O
1574,LBBK6201O
1575,LBBK6203O
1576,LBBK6205I
1577,LBBK6207O
1578,LBBK6209O
1579,LBBK6211O
1580,LBBK6215I
1581,LBBK6217O
1582,LBBK6221O
1583,LBBK6223O
1584,LBBK6227O
1585,LBBK6235O
1586,LBBK6241O
1587,LBBK6245O
1588,LBBK6247O
1589,LBBK6249O
1590,LBBK6253O
1591,LBBK6255O
1592,LBBK6257O
1593,LBBK6259O
1594,LBBK6263O
1595,LBBK6265I
1596,LBBK6267I
1597,LBBK6269O
1598,LBBK6271O
1599,LBBK6273O
1600,LBBK6275O
1601,LBBK6277O
1602,LBBK6281O
1603,LBBK6283O
1604,LBBK6287O
1605,LBBK6293O
1606,LBBK6294O
1607,LBBK6295O
1608,LBBK6297O
1609,LBBK6299O
1610,LBBK6385
1611,LBBK7020T
1612,LCOW2705
1613,LGNJ0011O
1614,LGNJ0031O
1615,LGNJ0099O
1616,LGNJ0155O
1617,LGNJ0185O
1618,LGNJ0219O
1619,LGNJ0228O
1620,LGNJ0231O
1621,LGNJ0267O
1622,LGNJ0275O
1623,LGNJ0291O
1624,LGNJ0296I
1625,LGNJ0309O
1626,LGNJ0351O
1627,LGNJ0353O
1628,LGNJ0369O
1629,LGNJ0444O
1630,LGNJ0507O
1631,LGNJ0509O
1632,LGNJ0517O
1633,LGNJ0521O
1634,LGNJ0555O
1635,LGNJ0567O
1636,LGNJ0587O
1637,LGNJ0657O
1638,LGNJ0667O
1639,LGNJ0693O
1640,LGNJ0699O
1641,LGNJ0725O
1642,LGNJ0737O
1643,LGNJ0739O
1644,LGNJ0755O
1645,LGNJ0788O
1646,LGNJ0797O
1647,LGNJ0871O
1648,LGNJ0875O
1649,LGNJ0893O
1650,LGNJ0927O
1651,LGNJ0942O
1652,LGNJ0962O
1653,LGNJ0992O
1654,LGNJ1101O
1655,LGNJ1109O
1656,LGNJ1111O
1657,LGNJ1113O
1658,LGNJ1117O
1659,LGNJ1123O
1660,LGNJ1125O
1661,LGNJ1135O
1662,LGNJ1137O
1663,LGNJ1141O
1664,LGNJ1153O
1665,LGNJ1155O
1666,LGNJ1157O
1667,LGNJ1159O
1668,LGNJ1163O
1669,LGNJ1165O
1670,LGNJ1167O
1671,LGNJ1171O
1672,LGNJ1173O
1673,LGNJ1181O
1674,LGNJ1189O
1675,LGNJ1193O
1676,LGNJ1199O
1677,LGNJ1205O
1678,LGNJ1207O
1679,LGNJ1209O
1680,LGNJ1213O
1681,LGNJ1214O
1682,LGNJ1215O
1683,LGNJ1219O
1684,LGNJ1223O
1685,LGNJ1251O
1686,LGNJ1252O
1687,LGNJ1263O
1688,LGNJ1267O
1689,LGNJ1269O
1690,LGNJ1273O
1691,LGNJ1293O
1692,LGNJ1295O
1693,LGNJ1297O
1694,LGNJ1307O
1695,LGNJ1309O
1696,LGNJ1311O
1697,LGNJ1327O
1698,LGNJ1339O
1699,LGNJ1341O
1700,LGNJ1354O
1701,LGNJ1355O
1702,LGNJ1357O
1703,LGNJ1373O
1704,LGNJ1381O
1705,LGNJ1382O
1706,LGNJ1383O
1707,LGNJ1399O
1708,LGNJ1407O
1709,LGNJ1411O
1710,LGNJ1415O
1711,LGNJ1419O
1712,LGNJ1423O
1713,LGNJ1425O
1714,LGNJ1427O
1715,LGNJ1429O
1716,LGNJ1431O
1717,LGNJ1441O
1718,LGNJ1443O
1719,LGNJ1445O
1720,LGNJ1447O
1721,LGNJ1449O
1722,LGNJ1451O
1723,LGNJ1455O
1724,LGNJ1457O
1725,LGNJ1459O
1726,LGNJ1461O
1727,LGNJ1465O
1728,LGNJ1467O
1729,LGNJ1469O
1730,LGNJ1475O
1731,LGNJ1477O
1732,LGNJ1479O
1733,LGNJ1481O
1734,LGNJ1483O
1735,LGNJ1485O
1736,LGNJ1487O
1737,LGNJ1489O
1738,LGNJ1491O
1739,LGNJ1495O
1740,LGNJ1497O
1741,LGNJ1499O
1742,LGNJ1501O
1743,LGNJ1503O
1744,LGNJ1505O
1745,LGNJ1507O
1746,LGNJ1511O
1747,LGNJ1513O
1748,LGNJ1515O
1749,LGNJ1517O
1750,LGNJ1519O
1751,LGNJ1521O
1752,LGNJ1523O
1753,LGNJ1525O
1754,LGNJ1527O
1755,LGNJ1545O
1756,LGNJ1573O
1757,LGNJ1581O
1758,LGNJ1587O
1759,LGNJ1595O
1760,LGNJ1603O
1761,LGNJ1605O
1762,LGNJ1607O
1763,LGNJ1611O
1764,LGNJ1629O
1765,LGNJ1635O
1766,LGNJ1641O
1767,LGNJ1643O
1768,LGNJ1651O
1769,LGNJ1655O
1770,LGNJ1657O
1771,LGNJ1667O
1772,LGNJ1671O
1773,LGNJ1673O
1774,LGNJ1677O
1775,LGNJ1709O
1776,LGNJ1715O
1777,LGNJ1717O
1778,LGNJ1721O
1779,LGNJ1729O
1780,LGNJ1733O
1781,LGNJ1737O
1782,LGNJ1739O
1783,LGNJ1741O
1784,LGNJ1743O
1785,LGNJ1747O
1786,LGNJ1749O
1787,LGNJ1753O
1788,LGNJ1755O
1789,LGNJ1767O
1790,LGNJ1769O
1791,LGNJ1771O
1792,LGNJ1773O
1793,LGNJ1775O
1794,LGNJ1781O
1795,LGNJ1783O
1796,LGNJ1795O
1797,LGNJ1797O
1798,LGNJ1813O
1799,LGNJ1831O
1800,LGNJ1835O
1801,LGNJ1841O
1802,LGNJ1843O
1803,LGNJ1851O
1804,LGNJ1852O
1805,LGNJ1855O
1806,LGNJ1859O
1807,LGNJ1861O
1808,LGNJ1863O
1809,LGNJ1867O
1810,LGNJ1872O
1811,LGNJ1875O
1812,LGNJ1879O
1813,LGNJ1881O
1814,LGNJ1883O
1815,LGNJ1885O
1816,LGNJ1889O
1817,LGNJ1907O
1818,LGNJ1911O
1819,LGNJ1913O
1820,LGNJ1915O
1821,LGNJ1919O
1822,LGNJ1921O
1823,LGNJ1923O
1824,LGNJ1925O
1825,LGNJ1927O
1826,LGNJ1929O
1827,LGNJ1933O
1828,LGNJ1937O
1829,LGNJ1941O
1830,LGNJ1943O
1831,LGNJ1945O
1832,LGNJ1949O
1833,LGNJ1955O
1834,LGNJ1957O
1835,LGNJ1959O
1836,LGNJ1961O
1837,LGNJ1963O
1838,LGNJ1965O
1839,LGNJ1967O
1840,LGNJ1969O
1841,LGNJ1971O
1842,LGNJ1973O
1843,LGNJ1975O
1844,LGNJ1977O
1845,LGNJ1979O
1846,LGNJ1981O
1847,LGNJ1983O
1848,LGNJ1985O
1849,LGNJ1987O
1850,LGNJ1989I
1851,LGNJ1991O
1852,LGNJ1993O
1853,LGNJ1995O
1854,LGNJ1997O
1855,LGNJ2103O
1856,LGNJ2116O
1857,LGNJ2143O
1858,LGNJ2151O
1859,LGNJ2434O
1860,LGNJ2492O
1861,LGNJ2798O
1862,LGNJ2891O
1863,LGNJ2893O
1864,LGNJ2895O
1865,LGNJ2897O
1866,LGNJ2899O
1867,LGNJ3011O
1868,LGNJ3035O
1869,LGNJ3053O
1870,LGNJ3055O
1871,LGNJ3064O
1872,LGNJ3301O
1873,LGNJ3303O
1874,LGNJ3307O
1875,LGNJ3309O
1876,LGNJ3311O
1877,LGNJ3319O
1878,LGNJ3329O
1879,LGNJ3331O
1880,LGNJ3333O
1881,LGNJ3335O
1882,LGNJ3337O
1883,LGNJ3341O
1884,LGNJ3349O
1885,LGNJ3351O
1886,LGNJ3359O
1887,LGNJ3437O
1888,LGNJ3444O
1889,LGNJ3543O
1890,LGNJ3545O
1891,LGNJ3547O
1892,LGNJ3549O
1893,LGNJ3624O
1894,LGNJ3688O
1895,LGNJ3690I
1896,LGNJ3701O
1897,LGNJ3725O
1898,LGNJ3727O
1899,LGNJ3729O
1900,LGNJ3809O
1901,LGNJ3811O
1902,LGNJ3813O
1903,LGNJ3815O
1904,LGNJ3817O
1905,LGNJ3819O
1906,LGNJ4156O
1907,LGNJ4296O
1908,LGNJ4363O
1909,LGNJ4365O
1910,LGNJ4367O
1911,LGNJ4458O
1912,LGNJ4980O
1913,LGNJ5109O
1914,LGNJ5113O
1915,LGNJ5114O
1916,LGNJ5115O
1917,LGNJ5117O
1918,LGNJ5241O
1919,LGNJ5243O
1920,LGNJ5261O
1921,LGNJ5269O
1922,LGNJ5377O
1923,LGNJ5392O
1924,LGNJ5538O
1925,LGNJ5661O
1926,LGNJ5753O
1927,LGNJ5757O
1928,LGNJ5759O
1929,LGNJ5909O
1930,LGNJ5930O
1931,LGNJ5979O
1932,LGNJ6020O
1933,LGNJ6037O
1934,LGNJ6053O
1935,LGNJ6055O
1936,LGNJ6057O
1937,LGNJ6059O
1938,LGNJ6061O
1939,LGNJ6075O
1940,LGNJ6081O
1941,LGNJ6083O
1942,LGNJ6085O
1943,LGNJ6087O
1944,LGNJ6089O
1945,LGNJ6091O
1946,LGNJ6093O
1947,LGNJ6095O
1948,LGNJ6097O
1949,LGNJ6099O
1950,LGNJ6131O
1951,LGNJ6153O
1952,LGNJ6157O
1953,LGNJ6161O
1954,LGNJ6169O
1955,LGNJ6171O
1956,LGNJ6177O
1957,LGNJ6183O
1958,LGNJ6185O
1959,LGNJ6191O
1960,LGNJ6195O
1961,LGNJ6199O
1962,LLNK0045O
1963,LLNK0049O
1964,LLNK0051O
1965,LLNK0055O
1966,LLNK0059O
1967,LLNK0061O
1968,LLNK0084O
1969,LLNK0096O
1970,LLNK0143O
1971,LLNK0189O
1972,LLNK0227O
1973,LLNK0268O
1974,LLNK0389O
1975,LLNK0423O
1976,LLNK0445O
1977,LLNK0504O
1978,LLNK0511O
1979,LLNK0512O
1980,LLNK0513O
1981,LLNK0523O
1982,LLNK0541O
1983,LLNK0569O
1984,LLNK0649O
1985,LLNK0663O
1986,LLNK0675O
1987,LLNK0785O
1988,LLNK0831O
1989,LLNK1225O
1990,LLNK1574O
1991,LLNK1576I
1992,LLNK1888O
1993,LLNK2281O
1994,LLNK2867O
1995,LLNK2881O
1996,LLNK3036O
1997,LLNK3137O
1998,LLNK3145O
1999,LLNK3151O
2000,LLNK3153O
2001,LLNK3155O
2002,LLNK3159O
2003,LLNK3165O
2004,LLNK3181O
2005,LLNK3183O
2006,LLNK3187O
2007,LLNK3189O
2008,LLNK3193O
2009,LLNK3195O
2010,LLNK3203O
2011,LLNK3253O
2012,LLNK3255O
2013,LLNK3283O
2014,LLNK3285O
2015,LLNK3289O
2016,LLNK3291O
2017,LLNK3477O
2018,LLNK3499O
2019,LLNK3557O
2020,LLNK3559O
2021,LLNK3563O
2022,LLNK3565O
2023,LLNK3567O
2024,LLNK3569O
2025,LLNK3611O
2026,LLNK3616O
2027,LLNK3633O
2028,LLNK3661O
2029,LLNK3671O
2030,LLNK3697O
2031,LLNK3728O
2032,LLNK3925O
2033,LLNK3975O
2034,LLNK3985O
2035,LLNK4303O
2036,LLNK4311O
2037,LLNK4313O
2038,LLNK4315O
2039,LLNK4319O
2040,LLNK4321O
2041,LLNK4327O
2042,LLNK4329O
2043,LLNK4331O
2044,LLNK4335O
2045,LLNK4339O
2046,LLNK4341O
2047,LLNK4343O
2048,LLNK4345O
2049,LLNK4347O
2050,LLNK4349O
2051,LLNK4353O
2052,LLNK4354O
2053,LLNK4356O
2054,LLNK4361O
2055,LLNK4383O
2056,LLNK4401O
2057,LLNK4403O
2058,LLNK4405O
2059,LLNK4409O
2060,LLNK4411O
2061,LLNK4413O
2062,LLNK4415O
2063,LLNK4423O
2064,LLNK4425O
2065,LLNK4427O
2066,LLNK4431O
2067,LLNK4433O
2068,LLNK4437O
2069,LLNK4439O
2070,LLNK4441O
2071,LLNK4443O
2072,LLNK4445O
2073,LLNK4447O
2074,LLNK4449O
2075,LLNK4451O
2076,LLNK4457O
2077,LLNK4459O
2078,LLNK4461O
2079,LLNK4463O
2080,LLNK4473O
2081,LLNK4477O
2082,LLNK4478O
2083,LLNK4481O
2084,LLNK4483O
2085,LLNK4487O
2086,LLNK4489O
2087,LLNK4491O
2088,LLNK4493O
2089,LLNK4497O
2090,LLNK4499O
2091,LLNK4501O
2092,LLNK4505O
2093,LLNK4507O
2094,LLNK4509O
2095,LLNK4511O
2096,LLNK4513O
2097,LLNK4521O
2098,LLNK4523O
2099,LLNK4525O
2100,LLNK4529O
2101,LLNK4530O
2102,LLNK4531O
2103,LLNK4545O
2104,LLNK4551O
2105,LLNK4571O
2106,LLNK4575O
2107,LLNK4577O
2108,LLNK4599O
2109,LLNK5152O
2110,LLNK5161O
2111,LLNK5397O
2112,LLNK5608O
2113,LLNK6015O
2114,LLNK6017O
2115,LLNK6019O
2116,LLNK6045O
2117,LLNK6101O
2118,LLNK6113O
2119,LLNK6117O
2120,LMBS0485O
2121,LMBS2569O
2122,LMBS4333O
2123,LMBS4380O
2124,LMBS5155
2125,LMBS5375O
2126,LMBS5533O
2127,LQRB0366O
2128,LQRB1834O
2129,LQRB2304O
2130,LQRB2364O
2131,LQRB2376O
2132,LQRB2428O
2133,LQRB2432O
2134,LQRB2436O
2135,LQRB2438O
2136,LQRB2456O
2137,LQRB2460O
2138,LQRB2464O
2139,LQRB2472O
2140,LQRB2484O
2141,LQRB2486O
2142,LQRB2488O
2143,LQRB2494O
2144,LQRB2598O
2145,LQRB2934O
2146,LQRB2940O
2147,LQRB2964O
2148,LQRB3042O
2149,LQRB3132O
2150,LQRB3140O
2151,LQRB3396O
2152,LQRB3962O
2153,LQRB4202O
2154,LQRB4204O
2155,LQRB4825O
2156,LQRB6219O
2157,LQUB0007O
2158,LQUB0125O
2159,LQUB0173O
2160,LQUB0175O
2161,LQUB0179O
2162,LQUB0213O
2163,LQUB0261O
2164,LQUB0295O
2165,LQUB0299O
2166,LQUB0319O
2167,LQUB0409O
2168,LQUB0497O
2169,LQUB0537O
2170,LQUB0579O
2171,LQUB0598O
2172,LQUB0683O
2173,LQUB0691O
2174,LQUB0727O
2175,LQUB0731O
2176,LQUB0748O
2177,LQUB0757O
2178,LQUB0835O
2179,LQUB0847O
2180,LQUB0849O
2181,LQUB0861O
2182,LQUB0907O
2183,LQUB0909O
2184,LQUB0957O
2185,LQUB0958O
2186,LQUB1119O
2187,LQUB1131O
2188,LQUB1134O
2189,LQUB1142O
2190,LQUB1313O
2191,LQUB1329O
2192,LQUB1338O
2193,LQUB1401O
2194,LQUB1417O
2195,LQUB1707O
2196,LQUB1731O
2197,LQUB1745O
2198,LQUB1801O
2199,LQUB1803O
2200,LQUB1805O
2201,LQUB1809O
2202,LQUB1811O
2203,LQUB1819O
2204,LQUB1823O
2205,LQUB1839O
2206,LQUB1847O
2207,LQUB1857O
2208,LQUB1871O
2209,LQUB1873O
2210,LQUB1882O
2211,LQUB2001O
2212,LQUB2017O
2213,LQUB2031O
2214,LQUB2075O
2215,LQUB2076O
2216,LQUB2237I
2217,LQUB2241I
2218,LQUB2287O
2219,LQUB2289O
2220,LQUB2405O
2221,LQUB2603O
2222,LQUB2607O
2223,LQUB2609O
2224,LQUB2615O
2225,LQUB2617O
2226,LQUB2619O
2227,LQUB2621O
2228,LQUB2623O
2229,LQUB2625O
2230,LQUB2627O
2231,LQUB2629O
2232,LQUB2631O
2233,LQUB2633O
2234,LQUB2637O
2235,LQUB2641O
2236,LQUB2643O
2237,LQUB2645O
2238,LQUB2647O
2239,LQUB2649O
2240,LQUB2651O
2241,LQUB2655O
2242,LQUB2659O
2243,LQUB2661O
2244,LQUB2667O
2245,LQUB2669O
2246,LQUB2671O
2247,LQUB2673O
2248,LQUB2675O
2249,LQUB2677O
2250,LQUB2679O
2251,LQUB2681O
2252,LQUB2683O
2253,LQUB2685O
2254,LQUB2687O
2255,LQUB2689O
2256,LQUB2691O
2257,LQUB2693O
2258,LQUB2695O
2259,LQUB2699O
2260,LQUB2709O
2261,LQUB2711O
2262,LQUB2713O
2263,LQUB2717O
2264,LQUB2719O
2265,LQUB2721O
2266,LQUB2723O
2267,LQUB2725O
2268,LQUB2727O
2269,LQUB2729O
2270,LQUB2733O
2271,LQUB2737O
2272,LQUB2739O
2273,LQUB2741O
2274,LQUB2743O
2275,LQUB2745O
2276,LQUB2749O
2277,LQUB2751O
2278,LQUB2755O
2279,LQUB2759O
2280,LQUB2761O
2281,LQUB2763O
2282,LQUB2765O
2283,LQUB2767O
2284,LQUB2771O
2285,LQUB2773O
2286,LQUB2775O
2287,LQUB2777O
2288,LQUB2779O
2289,LQUB2785O
2290,LQUB2791O
2291,LQUB2793O
2292,LQUB2799O
2293,LQUB2851O
2294,LQUB2853O
2295,LQUB2855O
2296,LQUB2856O
2297,LQUB2859O
2298,LQUB2862O
2299,LQUB2865O
2300,LQUB2866O
2301,LQUB2869O
2302,LQUB2873O
2303,LQUB2875O
2304,LQUB2877O
2305,LQUB2883O
2306,LQUB2885O
2307,LQUB3040O
2308,LQUB3120O
2309,LQUB3216O
2310,LQUB3233I
2311,LQUB3317O
2312,LQUB3325O
2313,LQUB3461O
2314,LQUB3485O
2315,LQUB3497O
2316,LQUB3515O
2317,LQUB3530O
2318,LQUB3605O
2319,LQUB3609O
2320,LQUB3617O
2321,LQUB3619O
2322,LQUB3621O
2323,LQUB3896O
2324,LQUB4248O
2325,LQUB4301O
2326,LQUB4305O
2327,LQUB4307O
2328,LQUB4359O
2329,LQUB4428O
2330,LQUB4471O
2331,LQUB4475O
2332,LQUB4479O
2333,LQUB4485O
2334,LQUB4514O
2335,LQUB4519O
2336,LQUB4547O
2337,LQUB5012O
2338,LQUB5112O
2339,LQUB5116O
2340,LQUB5141O
2341,LQUB5147O
2342,LQUB5149O
2343,LQUB5191O
2344,LQUB5247O
2345,LQUB5279I
2346,LQUB5363O
2347,LQUB5613O
2348,LQUB5647I
2349,LQUB5649O
2350,LQUB5703O
2351,LQUB5705O
2352,LQUB5907O
2353,LQUB5913O
2354,LQUB5947O
2355,LQUB5989O
2356,LQUB6011O
2357,LQUB6013O
2358,LQUB6014O
2359,LQUB6018O
2360,LSHK0015O
2361,LSHK0035O
2362,LSHK0043O
2363,LSHK0053O
2364,LSHK0057O
2365,LSHK0063O
2366,LSHK0085O
2367,LSHK0095O
2368,LSHK0105O
2369,LSHK0109O
2370,LSHK0115O
2371,LSHK0145O
2372,LSHK0161O
2373,LSHK0163O
2374,LSHK0171O
2375,LSHK0195O
2376,LSHK0273O
2377,LSHK0387O
2378,LSHK0519O
2379,LSHK0648O
2380,LSHK0679O
2381,LSHK0821O
2382,LSHK0826O
2383,LSHK1229O
2384,LSHK1235O
2385,LSHK1237O
2386,LSHK1439O
2387,LSHK1464O
2388,LSHK1639O
2389,LSHK1825O
2390,LSHK2003O
2391,LSHK2005O
2392,LSHK2009O
2393,LSHK2019O
2394,LSHK2027O
2395,LSHK2041O
2396,LSHK2045O
2397,LSHK2053O
2398,LSHK2057O
2399,LSHK2063O
2400,LSHK2069O
2401,LSHK2077O
2402,LSHK2079O
2403,LSHK2081O
2404,LSHK2085O
2405,LSHK2087O
2406,LSHK2091O
2407,LSHK2097O
2408,LSHK2105O
2409,LSHK2111O
2410,LSHK2115O
2411,LSHK2121O
2412,LSHK2159O
2413,LSHK2163O
2414,LSHK2167O
2415,LSHK2173O
2416,LSHK2175O
2417,LSHK2177O
2418,LSHK2179O
2419,LSHK2181O
2420,LSHK2185O
2421,LSHK2187O
2422,LSHK2189O
2423,LSHK2211O
2424,LSHK2231O
2425,LSHK2243O
2426,LSHK2247O
2427,LSHK2253O
2428,LSHK2255O
2429,LSHK2257O
2430,LSHK2259O
2431,LSHK2261O
2432,LSHK2263O
2433,LSHK2265O
2434,LSHK2267O
2435,LSHK2277O
2436,LSHK2279O
2437,LSHK2283O
2438,LSHK2293O
2439,LSHK2299O
2440,LSHK2401O
2441,LSHK2407O
2442,LSHK2409O
2443,LSHK2411O
2444,LSHK2415O
2445,LSHK2417O
2446,LSHK2805O
2447,LSHK2807O
2448,LSHK2809O
2449,LSHK2811O
2450,LSHK2817O
2451,LSHK2819O
2452,LSHK2821O
2453,LSHK2823O
2454,LSHK2827O
2455,LSHK2831O
2456,LSHK2835O
2457,LSHK2837O
2458,LSHK2839O
2459,LSHK2841O
2460,LSHK2843O
2461,LSHK2845O
2462,LSHK2847O
2463,LSHK3229O
2464,LSHK3355O
2465,LSHK3361O
2466,LSHK3367O
2467,LSHK3369O
2468,LSHK3371O
2469,LSHK3373O
2470,LSHK3375O
2471,LSHK3381O
2472,LSHK3573O
2473,LSHK3575O
2474,LSHK3629O
2475,LSHK3901I
2476,LSHK4838O
2477,LSHK5105O
2478,LSVN0083O
2479,LSVN0170O
2480,LSVN0304O
2481,LSVN0371O
2482,LSVN0659O
2483,LSVN0903O
2484,LSVN1122O
2485,LSVN1158O
2486,LSVN1160O
2487,LSVN1164O
2488,LSVN1168O
2489,LSVN1170O
2490,LSVN1172O
2491,LSVN1200O
2492,LSVN1230O
2493,LSVN1234O
2494,LSVN1245O
2495,LSVN1257O
2496,LSVN1265O
2497,LSVN1274O
2498,LSVN1290O
2499,LSVN1292O
2500,LSVN1301O
2501,LSVN1305O
2502,LSVN1321O
2503,LSVN1322O
2504,LSVN1331O
2505,LSVN1333O
2506,LSVN1335O
2507,LSVN1337O
2508,LSVN1344O
2509,LSVN1345O
2510,LSVN1347O
2511,LSVN1349O
2512,LSVN1351O
2513,LSVN1359O
2514,LSVN1361O
2515,LSVN1363O
2516,LSVN1365O
2517,LSVN1367O
2518,LSVN1368O
2519,LSVN1369O
2520,LSVN1370O
2521,LSVN1371O
2522,LSVN1372O
2523,LSVN1375O
2524,LSVN1377O
2525,LSVN1378O
2526,LSVN1379O
2527,LSVN1385O
2528,LSVN1386O
2529,LSVN1387O
2530,LSVN1391O
2531,LSVN1393O
2532,LSVN1397O
2533,LSVN1398O
2534,LSVN1404O
2535,LSVN1416O
2536,LSVN1421O
2537,LSVN1426O
2538,LSVN1432O
2539,LSVN1436O
2540,LSVN1438O
2541,LSVN1442O
2542,LSVN1444O
2543,LSVN1446O
2544,LSVN1448O
2545,LSVN1452O
2546,LSVN1456I
2547,LSVN1460O
2548,LSVN1470O
2549,LSVN1486O
2550,LSVN1488O
2551,LSVN1494O
2552,LSVN1496O
2553,LSVN1498O
2554,LSVN1500O
2555,LSVN1502O
2556,LSVN1506O
2557,LSVN1508O
2558,LSVN1512O
2559,LSVN1514O
2560,LSVN1516O
2561,LSVN1518O
2562,LSVN1520O
2563,LSVN1526I
2564,LSVN1529O
2565,LSVN1532O
2566,LSVN1533O
2567,LSVN1540O
2568,LSVN1542O
2569,LSVN1544I
2570,LSVN1549O
2571,LSVN1559O
2572,LSVN1561O
2573,LSVN1563O
2574,LSVN1565O
2575,LSVN1567O
2576,LSVN1569O
2577,LSVN1571O
2578,LSVN1577O
2579,LSVN1584O
2580,LSVN1586O
2581,LSVN1592O
2582,LSVN1594O
2583,LSVN1601O
2584,LSVN1604O
2585,LSVN1614O
2586,LSVN1615O
2587,LSVN1618O
2588,LSVN1623O
2589,LSVN1628O
2590,LSVN1642O
2591,LSVN1646O
2592,LSVN1650O
2593,LSVN1654O
2594,LSVN1662O
2595,LSVN1670O
2596,LSVN1674O
2597,LSVN1676O
2598,LSVN1678O
2599,LSVN1684O
2600,LSVN1686O
2601,LSVN1691O
2602,LSVN1693O
2603,LSVN1695O
2604,LSVN1699O
2605,LSVN1701O
2606,LSVN1703O
2607,LSVN1711O
2608,LSVN1713O
2609,LSVN1718O
2610,LSVN1723O
2611,LSVN1725O
2612,LSVN1727O
2613,LSVN1760O
2614,LSVN1768O
2615,LSVN1770O
2616,LSVN1772O
2617,LSVN1776O
2618,LSVN1804O
2619,LSVN1826O
2620,LSVN1836O
2621,LSVN1844O
2622,LSVN1886O
2623,LSVN1910O
2624,LSVN1914O
2625,LSVN1918O
2626,LSVN1920O
2627,LSVN1924O
2628,LSVN1938O
2629,LSVN1942O
2630,LSVN1944O
2631,LSVN1954O
2632,LSVN1958O
2633,LSVN1964O
2634,LSVN1966O
2635,LSVN1968O
2636,LSVN1972O
2637,LSVN1976O
2638,LSVN1980O
2639,LSVN1984O
2640,LSVN1988O
2641,LSVN1994O
2642,LSVN2000O
2643,LSVN2007O
2644,LSVN2013O
2645,LSVN2023O
2646,LSVN2025O
2647,LSVN2032O
2648,LSVN2034O
2649,LSVN2038O
2650,LSVN2039O
2651,LSVN2042O
2652,LSVN2043O
2653,LSVN2044O
2654,LSVN2046O
2655,LSVN2047O
2656,LSVN2049O
2657,LSVN2054O
2658,LSVN2059O
2659,LSVN2061O
2660,LSVN2064O
2661,LSVN2065O
2662,LSVN2067O
2663,LSVN2070O
2664,LSVN2072O
2665,LSVN2074O
2666,LSVN2088O
2667,LSVN2101O
2668,LSVN2106O
2669,LSVN2107O
2670,LSVN2109O
2671,LSVN2125O
2672,LSVN2129O
2673,LSVN2154O
2674,LSVN2160O
2675,LSVN2162O
2676,LSVN2164O
2677,LSVN2166O
2678,LSVN2168O
2679,LSVN2169O
2680,LSVN2172
2681,LSVN2180O
